idh,idp,y,x,top,bot,colh,cols,cec,bsum,bsat,oc,ph,clay,h_humedo,value_humedo,chroma_humedo,h_seco,value_seco,chroma_seco
25938,5914,"-29.24528","-59.74280",0,14,,,6780,5940,,"1.75",,"16.50",,,,,,
25939,5914,"-29.24528","-59.74280",14,19,,,12050,6730,,"1.15",,"19.00",,,,,,
25940,5914,"-29.24528","-59.74280",19,45,,,18500,14400,,"0.69",,"33.00",,,,,,
25941,5914,"-29.24528","-59.74280",45,73,,,21480,22060,,"0.26",,"35.00",,,,,,
25957,5918,"-28.45272","-58.98537",0,19,"10YR4.5/4","7.5YR5.5/4",3200,2000,"62.00","0.20","5.50","6.00","10YR",4.5,4,"7.5YR",5.5,4
25958,5918,"-28.45272","-58.98537",19,43,"5YR4.5/4","7.5YR6/4",5500,3200,"58.00","0.29","5.50","7.70","5YR",4.5,4,"7.5YR",6,4
25959,5918,"-28.45272","-58.98537",43,57,"5YR3.5/4","5YR5/4",6800,4000,"58.00","0.30","4.70","15.20","5YR",3.5,4,"5YR",5,4
25965,5919,"-28.44718","-58.98400",0,12,"10YR4/2",,4600,3000,"6.50","0.60","5.70","5.60","10YR",4,2,,,
25966,5919,"-28.44718","-58.98400",12,33,"10YR3/1.5",,5600,3600,"6.40","0.46","5.60","9.70","10YR",3,1.5,,,
25967,5919,"-28.44718","-58.98400",33,50,"10YR3/1",,9100,6000,"66.00","0.49","5.10","16.00","10YR",3,1,,,
25968,5919,"-28.44718","-58.98400",50,64,"10YR3/2",,10800,7000,"65.00","0.57","5.30","18.70","10YR",3,2,,,
25989,5922,"-28.46108","-58.99812",0,16,"10YR3/2","10YR5.5/1",,,,,,,"10YR",3,2,"10YR",5.5,1
25990,5922,"-28.46108","-58.99812",16,28,"10YR3/1",,,,,,,,"10YR",3,1,,,
25991,5922,"-28.46108","-58.99812",28,41,"10YR3/2",,,,,,,,"10YR",3,2,,,
25992,5922,"-28.46108","-58.99812",41,60,"10YR3/1.5",,,,,,,,"10YR",3,1.5,,,
25998,5923,"-28.35151","-58.91557",0,10,"10YR5/2","10YR6/2",,,,,,,"10YR",5,2,"10YR",6,2
25999,5923,"-28.35151","-58.91557",10,20,"10YR4.5/2","10YR6/2",,,,,,,"10YR",4.5,2,"10YR",6,2
26000,5923,"-28.35151","-58.91557",20,35,"10YR3/2","10YR4/2",,,,,,,"10YR",3,2,"10YR",4,2
26001,5923,"-28.35151","-58.91557",35,58,"10YR3/1","10YR4/1.5",,,,,,,"10YR",3,1,"10YR",4,1.5
26022,5926,"-41.44952","-69.40208",0,3,,,,,,,,,,,,,,
26023,5926,"-41.44952","-69.40208",3,19,,"7.5YR5/2",,,,,,,,,,"7.5YR",5,2
26024,5926,"-41.44952","-69.40208",19,30,,"7.5YR5/2",,,,,,,,,,"7.5YR",5,2
26025,5926,"-41.44952","-69.40208",30,60,,"10YR8/1",,,,,,,,,,"10YR",8,1
26043,5933,"-41.88256","-69.53183",0,23,,"10YR3/3",,,,,,,,,,"10YR",3,3
26044,5933,"-41.88256","-69.53183",23,35,,"7.5YR4/6",,,,,,,,,,"7.5YR",4,6
26045,5933,"-41.88256","-69.53183",35,45,,"10YR7/2",,,,,,,,,,"10YR",7,2
26046,5934,"-41.88256","-69.53183",0,15,,"10YR3/3",,,,,,,,,,"10YR",3,3
26047,5934,"-41.88256","-69.53183",15,23,,"7.5YR4/6",,,,,,,,,,"7.5YR",4,6
26048,5934,"-41.88256","-69.53183",23,33,,"10YR7/2",,,,,,,,,,"10YR",7,2
26049,5935,"-41.88256","-69.53183",0,23,,"10YR3/3",,,,,,,,,,"10YR",3,3
26058,5937,"-41.63925","-69.81136",0,13,,"10YR5/2",,,,,,,,,,"10YR",5,2
26059,5937,"-41.63925","-69.81136",13,25,,"7.5YR5/3",,,,,,,,,,"7.5YR",5,3
26060,5937,"-41.63925","-69.81136",25,40,,"7.5YR3/3",,,,,,,,,,"7.5YR",3,3
26061,5937,"-41.63925","-69.81136",40,53,,"7.5YR4/3",,,,,,,,,,"7.5YR",4,3
26094,5942,"-28.39200","-58.95012",0,14,"10YR4/2","10YR6/2",,,,,,,"10YR",4,2,"10YR",6,2
26095,5942,"-28.39200","-58.95012",14,28,"10YR4/3","10YR7/2",,,,,,,"10YR",4,3,"10YR",7,2
26096,5942,"-28.39200","-58.95012",28,52,"10YR3/1","10YR5/1",,,,,,,"10YR",3,1,"10YR",5,1
26124,5948,"-39.43111","-62.63167",0,25,"10YR3/3",,11400,,,"0.79","8.40","10.10","10YR",3,3,,,
26125,5948,"-39.43111","-62.63167",25,40,"10YR3/2",,11600,,,"0.75","8.00","9.30","10YR",3,2,,,
26126,5948,"-39.43111","-62.63167",40,75,"10YR3/3",,9700,,,"0.45","8.00","8.60","10YR",3,3,,,
26129,5949,"-39.43167","-62.63000",0,20,"10YR3/3",,16800,,,"1.01","8.00","15.30","10YR",3,3,,,
26130,5949,"-39.43167","-62.63000",20,40,"7.5YR3/2",,25200,,,"0.47","8.00","28.20","7.5YR",3,2,,,
26131,5949,"-39.43167","-62.63000",40,65,"7.5YR4/2",,30200,,,"0.46","8.30","31.20","7.5YR",4,2,,,
26134,5951,"-39.46389","-62.63000",0,20,"10YR3/3",,18000,,,"1.42","8.20","16.30","10YR",3,3,,,
26135,5951,"-39.46389","-62.63000",20,45,"10YR3/3",,17200,,,"0.71","8.00","17.20","10YR",3,3,,,
26136,5951,"-39.46389","-62.63000",45,70,"10YR4/3",,17400,,,"0.36","8.40","17.90","10YR",4,3,,,
26138,5952,"-39.46389","-62.63000",0,18,"10YR3/3",,10800,10500,,"1.38","7.50","10.10","10YR",3,3,,,
26139,5952,"-39.46389","-62.63000",18,70,"10YR4/3",,9600,,,"0.47","8.00","9.40","10YR",4,3,,,
26141,5953,"-39.46500","-62.62778",0,20,"10YR3/3",,,,,,,,"10YR",3,3,,,
26142,5953,"-39.46500","-62.62778",20,65,"10YR4/3",,,,,,,,"10YR",4,3,,,
26144,5954,"-39.46500","-62.62778",0,20,"10YR3/3",,18600,18400,,"1.12","7.90","11.00","10YR",3,3,,,
26145,5954,"-39.46500","-62.62778",20,65,"10YR4/3",,12000,11700,,"0.36","7.60","9.00","10YR",4,3,,,
26147,5955,"-39.38194","-62.62778",0,18,"7.5YR3/2",,19200,,,"1.51","8.20","23.50","7.5YR",3,2,,,
26148,5955,"-39.38194","-62.62778",18,55,"10YR5/3",,21800,,,"0.37","8.10","28.90","10YR",5,3,,,
26150,5956,"-39.40833","-62.42722",0,20,"10YR3/3",,13500,13200,,"1.50","7.60","11.30","10YR",3,3,,,
26151,5956,"-39.40833","-62.42722",20,60,"10YR4/3",,12600,,,"0.37","8.00","10.90","10YR",4,3,,,
26153,5957,"-39.42500","-62.56111",0,30,"10YR3/3",,14400,,,"0.86","7.80","14.30","10YR",3,3,,,
26154,5957,"-39.42500","-62.56111",30,60,"10YR4/3",,17400,,,"0.37","8.60","19.70","10YR",4,3,,,
26156,5958,"-39.42500","-62.56111",0,30,"10YR3/3",,12000,,,"0.75","8.30","11.10","10YR",3,3,,,
26157,5958,"-39.42500","-62.56111",30,70,"10YR3/4",,12600,,,"0.81","9.30","10.60","10YR",3,4,,,
26159,5959,"-39.42556","-62.56111",0,20,"10YR3/3",,18300,,,"2.13","8.00","14.80","10YR",3,3,,,
26160,5959,"-39.42556","-62.56111",20,40,"10YR3/3",,14400,,,"0.60","8.00","12.60","10YR",3,3,,,
26161,5959,"-39.42556","-62.56111",40,65,"10YR4/3",,16400,,,"0.31","8.00","15.30","10YR",4,3,,,
26179,5962,"-28.21868","-58.72758",0,7,"10YR4/2","10YR6/2",,,,,,,"10YR",4,2,"10YR",6,2
26180,5962,"-28.21868","-58.72758",7,20,"10YR4/2","10YR6/2",,,,,,,"10YR",4,2,"10YR",6,2
26181,5962,"-28.21868","-58.72758",20,33,"10YR5/3","10YR6/1",,,,,,,"10YR",5,3,"10YR",6,1
26182,5962,"-28.21868","-58.72758",33,44,"10YR5/2","10YR7/2",,,,,,,"10YR",5,2,"10YR",7,2
26183,5962,"-28.21868","-58.72758",44,63,"10YR4/2","10YR4/1",,,,,,,"10YR",4,2,"10YR",4,1
26193,5964,"-29.42780","-59.29481",0,18,"7.5YR4/4","7.5YR6.5/2",5000,4000,"80.00","0.28","5.40","4.60","7.5YR",4,4,"7.5YR",6.5,2
26194,5964,"-29.42780","-59.29481",18,55,"7.5YR4/2","7.5YR6/2",3700,2800,"76.00","0.23","5.00","6.20","7.5YR",4,2,"7.5YR",6,2
26207,5967,"-28.25073","-55.84521",0,8,"10YR3/2","10YR5/1",10500,8100,,"1.57","5.20","12.50","10YR",3,2,"10YR",5,1
26208,5967,"-28.25073","-55.84521",8,25,"10YR3/1.5","10YR5/1",8500,6500,,"0.86","5.00","9.70","10YR",3,1.5,"10YR",5,1
26209,5967,"-28.25073","-55.84521",25,40,"10YR3.5/2","10YR5/1",7300,6000,,"0.38","5.10","10.10","10YR",3.5,2,"10YR",5,1
26210,5967,"-28.25073","-55.84521",40,67,"2.5YR5/2","10YR6/2",22200,20400,,"0.35","5.90","26.50","2.5YR",5,2,"10YR",6,2
26260,5974,"-28.58401","-58.72333",0,8,"10YR3/1","10YR5/1",26300,22800,,"4.46","5.70","10.90","10YR",3,1,"10YR",5,1
26261,5974,"-28.58401","-58.72333",8,20,"10YR3/1","10YR5/2",16200,16000,,"1.65","6.80","15.10","10YR",3,1,"10YR",5,2
26262,5974,"-28.58401","-58.72333",20,31,"10YR2/1","10YR5/1",22200,22400,,"1.07","7.30","19.90","10YR",2,1,"10YR",5,1
26263,5974,"-28.58401","-58.72333",31,40,"10YR2/1","10YR4/1",22500,,,"0.48","7.80",,"10YR",2,1,"10YR",4,1
26264,5974,"-28.58401","-58.72333",40,59,"10YR4/2","10YR6/1",19600,,,"0.24","7.80",,"10YR",4,2,"10YR",6,1
26294,5979,"-27.67398","-58.75088",0,10,"10YR3.5/1",,9500,5400,,"1.41","5.40","14.00","10YR",3.5,1,,,
26295,5979,"-27.67398","-58.75088",10,30,"10YR5/2",,7900,9300,,"0.75","5.00","11.40","10YR",5,2,,,
26296,5979,"-27.67398","-58.75088",30,52,"10YR2/2",,28000,19600,,"1.02","5.00","46.00","10YR",2,2,,,
26301,5980,"-27.67398","-58.75088",0,12,"10YR2/1","10YR4/2",11300,9800,,"1.56","5.80","14.90","10YR",2,1,"10YR",4,2
26302,5980,"-27.67398","-58.75088",12,33,"10YR2/1","10YR4/2",16700,13800,,"1.30","5.60","17.90","10YR",2,1,"10YR",4,2
26303,5980,"-27.67398","-58.75088",33,52,"10YR3/1","10YR4/1",26700,23000,,"0.89","5.90","32.40","10YR",3,1,"10YR",4,1
26316,5983,"-27.66798","-58.79939",0,14,"10YR3.5/1","10YR4.5/1",13900,11600,,"1.14","5.00","17.80","10YR",3.5,1,"10YR",4.5,1
26317,5983,"-27.66798","-58.79939",14,30,"10YR3/1","10YR4/1",14200,11700,,"1.17","5.00","17.00","10YR",3,1,"10YR",4,1
26318,5983,"-27.66798","-58.79939",30,49,"10YR2.5/1","10YR3.5/1",30700,27400,,"1.03","5.80","43.10","10YR",2.5,1,"10YR",3.5,1
26319,5983,"-27.66798","-58.79939",49,63,"10YR3/1","10YR4/1.5",31100,29200,,"0.78","6.30","47.60","10YR",3,1,"10YR",4,1.5
26350,5988,"-27.35519","-58.58011",0,15,"10YR4/2","10YR6/1",,,,,,,"10YR",4,2,"10YR",6,1
26351,5988,"-27.35519","-58.58011",15,43,"10YR5/2","10YR6.5/1",,,,,,,"10YR",5,2,"10YR",6.5,1
26352,5988,"-27.35519","-58.58011",43,51,"10YR4/2","10YR6/1",,,,,,,"10YR",4,2,"10YR",6,1
26356,5989,"-27.39072","-58.60203",0,16,"10YR6/3","10YR7/1",,,,,,,"10YR",6,3,"10YR",7,1
26357,5989,"-27.39072","-58.60203",16,35,"10YR5/2","10YR7/2",,,,,,,"10YR",5,2,"10YR",7,2
26358,5989,"-27.39072","-58.60203",35,44,"10YR4/1","10YR6/2",,,,,,,"10YR",4,1,"10YR",6,2
26359,5989,"-27.39072","-58.60203",44,61,"10YR3/1","10YR4/1",,,,,,,"10YR",3,1,"10YR",4,1
26363,5990,"-27.39072","-58.60203",0,16,"10YR4/2","10YR6/1",,,,,,,"10YR",4,2,"10YR",6,1
26364,5990,"-27.39072","-58.60203",16,32,"10YR3.5/2","10YR6/2",,,,,,,"10YR",3.5,2,"10YR",6,2
26365,5990,"-27.39072","-58.60203",32,45,"10YR5/2","10YR6/1",,,,,,,"10YR",5,2,"10YR",6,1
26366,5990,"-27.39072","-58.60203",45,69,"2.5Y4/2","2.5Y6/2",,,,,,,"2.5Y",4,2,"2.5Y",6,2
26369,5991,"-27.35519","-58.58011",0,15,"10YR4.5/3","10YR7/2",,,,,,,"10YR",4.5,3,"10YR",7,2
26370,5991,"-27.35519","-58.58011",15,22,"10YR4.5/2","10YR7/1",,,,,,,"10YR",4.5,2,"10YR",7,1
26371,5991,"-27.35519","-58.58011",22,33,"10YR4/3.5","10YR5/2",,,,,,,"10YR",4,3.5,"10YR",5,2
26372,5991,"-27.35519","-58.58011",33,47,"10YR3/2","10YR5/1.5",,,,,,,"10YR",3,2,"10YR",5,1.5
26373,5991,"-27.35519","-58.58011",47,63,"10YR4/2","10YR5/3",,,,,,,"10YR",4,2,"10YR",5,3
26376,5992,"-27.35519","-58.58011",0,14,"10YR5/2.5","10YR6/2",,,,,,,"10YR",5,2.5,"10YR",6,2
26377,5992,"-27.35519","-58.58011",14,32,"10YR3/2","10YR4.5/2",,,,,,,"10YR",3,2,"10YR",4.5,2
26378,5992,"-27.35519","-58.58011",32,51,"2.5Y4.5/2","2.5Y5/2",,,,,,,"2.5Y",4.5,2,"2.5Y",5,2
26382,5993,"-27.35549","-58.58270",0,10,"10YR4/2",,,,,,,,"10YR",4,2,,,
26383,5993,"-27.35549","-58.58270",10,16,"10YR5/2","10YR7/1",,,,,,,"10YR",5,2,"10YR",7,1
26384,5993,"-27.35549","-58.58270",16,38,"10YR3/2",,,,,,,,"10YR",3,2,,,
26385,5993,"-27.35549","-58.58270",38,55,"10YR3.5/2",,,,,,,,"10YR",3.5,2,,,
26395,5995,"-27.35519","-58.58011",0,8,"10YR3/2","10YR5/2",,,,,,,"10YR",3,2,"10YR",5,2
26396,5995,"-27.35519","-58.58011",8,14,"10YR6/2",,,,,,,,"10YR",6,2,,,
26397,5995,"-27.35519","-58.58011",14,22,"10YR4/2","10YR5/2",,,,,,,"10YR",4,2,"10YR",5,2
26398,5995,"-27.35519","-58.58011",22,41,"10YR4/2","10YR5/2",,,,,,,"10YR",4,2,"10YR",5,2
26399,5995,"-27.35519","-58.58011",41,62,"10YR4.5/2","10YR5/3",,,,,,,"10YR",4.5,2,"10YR",5,3
26422,5999,"-27.37806","-58.60782",0,14,"10YR4/2","10YR6.5/1",,,,,,,"10YR",4,2,"10YR",6.5,1
26423,5999,"-27.37806","-58.60782",14,34,"10YR3/1.5","10YR4/1",,,,,,,"10YR",3,1.5,"10YR",4,1
26424,5999,"-27.37806","-58.60782",34,55,"10YR4/2","10YR5/1.5",,,,,,,"10YR",4,2,"10YR",5,1.5
26428,6000,"-27.37806","-58.60782",0,10,"10YR4/3","10YR5/2",,,,,,,"10YR",4,3,"10YR",5,2
26429,6000,"-27.37806","-58.60782",10,41,"10YR3/4","10YR4/3",,,,,,,"10YR",3,4,"10YR",4,3
26430,6000,"-27.37806","-58.60782",41,67,"7.5YR4/4","7.5YR5/4",,,,,,,"7.5YR",4,4,"7.5YR",5,4
26433,6001,"-27.37806","-58.60782",0,17,"10YR4/2","10YR6/2",,,,,,,"10YR",4,2,"10YR",6,2
26434,6001,"-27.37806","-58.60782",17,28,"10YR4/2","10YR5/2",,,,,,,"10YR",4,2,"10YR",5,2
26435,6001,"-27.37806","-58.60782",28,46,"10YR3/1","10YR4/1",,,,,,,"10YR",3,1,"10YR",4,1
26436,6001,"-27.37806","-58.60782",46,61,"10YR2/1","10YR4/1",,,,,,,"10YR",2,1,"10YR",4,1
26440,6002,"-27.37806","-58.60782",0,10,"10YR4/1.5","10YR7/1",,,,,,,"10YR",4,1.5,"10YR",7,1
26441,6002,"-27.37806","-58.60782",10,28,"10YR5/2","10YR7.5/1",,,,,,,"10YR",5,2,"10YR",7.5,1
26442,6002,"-27.37806","-58.60782",28,50,"10YR3/2","10YR5/1.5",,,,,,,"10YR",3,2,"10YR",5,1.5
26443,6002,"-27.37806","-58.60782",50,73,"10YR4/2","10YR5/2",,,,,,,"10YR",4,2,"10YR",5,2
26471,6007,"-28.98339","-59.11809",0,26,"10YR4.5/3","10YR6.5/3",3000,1000,,"0.62","5.00","5.10","10YR",4.5,3,"10YR",6.5,3
26472,6007,"-28.98339","-59.11809",26,62,"10YR4/3","10YR6/6",2000,600,,"0.25","5.70","7.00","10YR",4,3,"10YR",6,6
26529,6016,"-26.18028","-53.68834",0,12,"5YR4/2",,27900,,,"3.78","5.80","10.80","5YR",4,2,,,
26530,6016,"-26.18028","-53.68834",12,32,"7.5YR3/2",,24400,,,"2.44","6.10","17.30","7.5YR",3,2,,,
26531,6016,"-26.18028","-53.68834",32,52,"5YR4/3",,27100,,,"1.39","6.10","41.80","5YR",4,3,,,
26620,6028,"-36.05607","-58.14919",0,23,"10YR3/2","10YR5/2",13900,12400,"89.00","1.99","6.90","18.60","10YR",3,2,"10YR",5,2
26621,6028,"-36.05607","-58.14919",23,39,"10YR4/4","10YR6/3",4000,6300,"100.00","0.10","8.20","8.80","10YR",4,4,"10YR",6,3
26622,6028,"-36.05607","-58.14919",39,72,"10YR3/3",,23500,22100,"94.00","0.29","8.20","40.10","10YR",3,3,,,
26631,6031,"-36.06626","-58.15456",0,17,"10YR2/1","10YR4/2",29200,22500,"77.00","5.90","6.70","29.10","10YR",2,1,"10YR",4,2
26632,6031,"-36.06626","-58.15456",17,47,"2.5YR4/2",,11500,14000,"100.00","0.14","8.50","25.00","2.5YR",4,2,,,
26633,6031,"-36.06626","-58.15456",47,86,"10YR3/3",,14000,,,,"9.20","22.40","10YR",3,3,,,
26635,6032,"-36.11386","-58.20231",0,19,"10YR3/1","10YR5/2",24400,23200,"95.00","3.54","7.10","28.60","10YR",3,1,"10YR",5,2
26636,6032,"-36.11386","-58.20231",19,50,"10YR3/2",,21900,20600,"94.00","0.47","7.80","36.10","10YR",3,2,,,
26637,6032,"-36.11386","-58.20231",50,80,"10YR3/3",,,,,,"7.90","34.10","10YR",3,3,,,
26640,6033,"-36.24475","-58.45255",0,19,"10YR2/2",,18800,20200,"100.00","2.72","7.50","21.40","10YR",2,2,,,
26641,6033,"-36.24475","-58.45255",19,65,"10YR3/2",,44500,45400,"100.00","0.70","8.50","55.40","10YR",3,2,,,
26644,6035,"-36.21098","-58.40045",0,17,"10YR4/1",,27100,23900,"88.00","4.15","6.70","32.30","10YR",4,1,,,
26645,6035,"-36.21098","-58.40045",17,85,"10YR2/2",,43200,43100,"100.00","0.75","8.00","64.80","10YR",2,2,,,
26648,6036,"-36.14147","-58.60292",0,23,,"10YR2/2",23900,26300,"100.00","2.61","8.00","20.90",,,,"10YR",2,2
26649,6036,"-36.14147","-58.60292",23,33,"10YR3/2",,24500,24600,"100.00","0.87","8.60","23.20","10YR",3,2,,,
26650,6036,"-36.14147","-58.60292",33,55,"7.5YR3/2",,30800,31300,"100.00","0.49","9.10","41.20","7.5YR",3,2,,,
