idh	idp	top	cec	ca	mg	k	na	bsum_sisinta	bsum_calculada	bsat
13019	2896	0	14.2	7.1	1.9	1.5	0.3	10.8	0	76.056338028169
13020	2896	19	10.4	5.3	2.4	1	0.7	9.4	1	90.3846153846154
13024	2897	0	14.9	12.3	0.9	0.8	0.4	14.4	0	96.6442953020134
13025	2897	18							0	
13026	2898	0	11.2	7.8	1.4	1.4	0.6	11.2	0	100
13027	2898	19	14.5			2.1	3.1		0	
13030	2899	0							0	
13031	2899	21							0	
13035	2900	0							0	
13036	2900	15	13.6	9	2.1	1.3	0.2	12.7	9	92.6470588235294
13046	2901	0	13.4	8.3	3.5	1.1	0.4	13.2	0	99.2537313432836
13047	2901	20	13.7	4	5.5	1.2	1.8	12.5	4	91.2408759124088
13050	2902	0	35.4	4.7	3.8	1.5	1	11	1	31.0734463276836
13051	2902	18	17	3.5	2.1	0.5	0.5	6.6	0	38.8235294117647
13054	2903	0	13.7	8.7	1.9	2.6	0.5	13.7	0	100
13055	2903	20	6.7	5.3	0.8	0.4	0.2	6.7	0	100
13058	2904	0	22.9	18.8	0.4	2.2	0.5	21.9	0	95.6331877729258
13059	2904	20	20.8			1.6	0.4		0	
13061	2905	0	20.5	11.7	3.5	2.7	0.7	18.6	0	90.7317073170732
13062	2905	15	28			2.4	7.4		0	
13066	2906	0	17.8	10.7	2.7	2.7	0.2	16.3	0	91.5730337078652
13067	2906	16	20.5	14.1	2.1	3	0.1	19.3	3	94.1463414634146
13071	2907	0	19.1	7.2	3.1	1.3	0.2	11.8	0	61.7801047120419
13072	2907	15	15.9	5.1	3.8	0.6	0.2	9.7	0	61.0062893081761
13088	2908	0	41.3	20.1	15.1	4.5	2.5	42.2	0	100
13089	2908	10	13	8.2	3	1.3	0.6	13.1	3	100
13090	2908	19	20.5			0.6	0.2		0	
13097	2909	0							0	
13098	2909	7							0	
13099	2909	18							0	
13080	2910	0	11.3	5.7	1.2	0.9	0.2	8	0	70.7964601769911
13081	2910	23	8.6	3.3	2.2	1.5	0.7	7.7	0	89.5348837209302
13120	2911	0	23.1	13.7	2.5	2.4	0.6	19.2	0	83.1168831168831
13085	2912	0	9.5	6.9	0.4	0.5	0.2	8	0	84.2105263157895
13086	2912	22	14.9	13.3	0.3	0.3	0.2	14.1	0	94.6308724832215
13093	2913	0	19.5	14.6	1.4	2.5	0.9	19.5	0	99.4871794871795
13094	2913	20	25			3.7	3.8		0	
13101	2914	0	28.6	17.8	3.1	2.4	0.5	23.8	0	83.2167832167832
13102	2914	20	22	14.6	3.2	1.3	0.4	19.5	0	88.6363636363636
13103	2915	0	13.5	8.1	2.9	1.3	0.3	12.6	0	93.3333333333333
13104	2915	9	43.7			1.4	0.6		0	
13105	2915	24							0	
13110	2916	0	54.6	23.5	14	5.1	5.6	48.2	14	88.2783882783883
13111	2916	20							0	
13113	2917	0	15.2	6.5	2.1	1.9	0.4	10.9	0	71.7105263157895
13114	2917	21	14.8	7.3	2.6	1.4	0.5	11.8	0	79.7297297297297
13125	2918	0	13.9	7.2	3.2	0.9	0.4	11.7	0	84.1726618705036
13126	2918	19	11.1	7	1.4	0.7	0.4	9.5	7	85.5855855855856
13132	2919	0	26.2	9.9	3.8	5.1	1.1	19.9	0	75.9541984732824
13133	2919	10							0	
13142	2920	0	11.9	4.9	2.9	1.3	0.1	9.2	0	77.3109243697479
13143	2920	12	13.4	5.2	3.7	1	0.3	10.2	1	76.1194029850746
13148	2921	0	18.5	9.2	4.5	1.3	0.3	15.3	0	82.7027027027027
13149	2921	10	19	8.3	4.9	1.2	0.9	15.3	0	80.5263157894737
13150	2921	20	52.8	15.1	18.2	1.4	5.5	40.2	0	76.1363636363636
13153	2922	0							0	
13166	2923	0							0	
13167	2923	7							0	
13168	2923	22							0	
13172	2924	0	6.4	3.8	0.6	1.6	0.2	6.2	0	96875
13173	2924	22	4.7	3.8	1.8	0.8	0.2	6.6	0	100
13181	2925	0							0	
13182	2925	6	10.9	4.9	2.8	1.4	0.8	9.9	0	90.8256880733945
13183	2925	18							0	
13192	2926	0							0	
13193	2926	10	8.2	4.8	1.4	1	1.1	8.3	1	
13194	2926	20	31.3			1.3	5.5		0	
13197	2927	0	27.1	15.6	4.9	3.3	0.9	24.7	0	91.1439114391144
13198	2927	12	31.7			4.3	1.6		0	
13208	2929	0							0	
13209	2929	5	44.3			1.8	9.1		0	
13210	2929	12	25.6			1.2	3		3	
13213	2930	0							0	
13214	2930	5	32.1	16.4	4.1	3.4	7.6	31.5	0	98.1308411214953
13215	2930	10	38.7			2.4	8.5		0	
13218	2931	0	17.9	8.5	1.4	3.6	0.2	13.7	0	76.536312849162
13219	2931	16	19.1	12.5	1.3	2.6	0.2	16.6	0	86.9109947643979
13220	2931	24	18.3	12.6	1.2	2.5	0.1	16.4	0	89.6174863387978
13224	2932	0	23.8	18.1	1.5	2.3	0.5	22.4	0	94.1176470588235
13225	2932	22	23.8	18.8	2.1	1.7	0.5	23.1	0	97.0588235294118
13229	2933	0	9	5.5	0.5	2	0.7	8.7	2	96.6666666666667
13230	2933	18	8	4.6	0.3	1.5	1.6	8	0	100
13235	2934	0	19.3	12.4	2.3	2.7	0.08	17.5	0	90.5699481865285
13236	2934	22	17.6	12.4	1.3	2.4	0.09	16.1	0	91.9886363636364
13248	2935	0	16				1.5		0	
13249	2935	16	14.2				1.2		0	
13251	2936	0							0	
13252	2936	6	11.2				0.9		0	
13253	2936	21	12				1.1		0	
13267	2937	0	13.3	6.5	3	0.5	0.4	10.4	3	78.1954887218045
13273	2938	0							0	
13274	2938	8							0	
13275	2938	18							0	
13278	2939	0	12				0.4		0	
13279	2939	13	14				0.5		0	
13289	2940	0	11.9				0.8		0	
13290	2940	15	14.3				1.4		0	
13354	2941	0	13.2	6.2	1.5	0.5	4.4	12.6	0	95.4545454545455
13355	2941	14	24	6.8	2.2	1.3	13.4	23.7	0	98.75
13295	2942	0	19.3	10.4	4.3	2.6	0.2	17.5	0	90.6735751295337
13296	2942	19	20.4	11.6	4.4	2.1	0.3	18.4	0	90.1960784313726
13302	2943	0	18.2	9.7	4	2.5	0.2	16.4	4	90.1098901098901
13303	2943	14	19.3	10.3	5.1	2.4	0.2	18	0	93.2642487046632
13304	2943	24	22	12.4	5.2	2.7	0.3	20.6	0	93.6363636363636
13309	2944	0	19.3	12.4	2.4	3	0.2	18	3	93.2642487046632
13310	2944	21	20.1	16.3	1.1	2.7	0.1	20.2	0	100
13313	2945	0	14.5	8.5	1	2.1	0.2	11.8	1	81.3793103448276
13314	2945	22	13.8	9.9	1	1.7	0.2	12.8	1	92.7536231884058
13344	2946	0	13.7				1		1	
13345	2946	22	12.5				1.3		0	
13350	2947	0	16.3				0.7		0	
13363	2948	0	23.3	15.4	3.2	1.7	0.4	20.7	0	88.8412017167382
13364	2948	18	22.7	14	4.1	1.7	0.4	20.2	14	88.9867841409692
13377	2949	0	18.7	8.7	2	0.6	1.2	12.5	2	66.8449197860963
13378	2949	16	10.2	6.2	1.9	0.3	1.1	9.5	0	93.1372549019608
13379	2949	22	24.7	15.1	2	1	4.1	22.2	3	89.8785425101215
13390	2950	0	21.4				0.5		0	
13391	2950	16	12.3				0.5		0	
13395	2952	0	21.4				0.4		0	
13396	2952	22	14.3				0.5		0	
13398	2953	0	10.9	6	2	0.5	0.8	9.3	8	85.3211009174312
13399	2953	23	27.9	17.5	6	0.9	1.8	26.2	6	93.9068100358423
13403	2954	0	14.7	8.1	3.6	1.4	0.3	13.4	0	91.156462585034
13404	2954	20							0	
13405	2955	0							0	
13406	2955	10	8.9	4	2.1	1.1	0.6	7.8	4	87.6404494382023
13407	2955	20	46.8			1.4	0.2		0	
13410	2957	0	25.6	15	4	1.4	1	21.4	20	83.59375
13411	2957	18	36.6	21.5	8.5	1.3	1.2	32.5	0	88.7978142076503
13415	2958	0	12				1.35		0	
13416	2958	10	13.05				1.11		0	
13419	2959	0	13.6				0.6		0	
13420	2959	12							0	
13423	2960	0	23				0.4		0	
13427	2961	0	13.5				0.5		0	
13430	2962	0	31				0.5		0	
13432	2963	0	11.3				0.4		0	
13433	2963	23	11.5				0.4		0	
13436	2964	0							0	
13437	2964	18	16.2				0.6		0	
13440	2965	0							0	
13441	2965	14	20.8	11.8	4	2.4	0.3	18.5	4	88.9423076923077
13442	2965	22	26.1	14	5.7	2.5	0.4	22.6	14	86.5900383141763
13447	2966	0	19.6	14.3	2.2	1.9	0.1	18.6	0	94.3877551020408
13448	2966	20	19.3	15.3	1.9	1.1	0.9	18.4	0	99.4818652849741
13451	2967	0	21.8	8.1	0.8	2.1	0.5	11.5	0	52.7522935779817
13454	2968	0	25.9	15.4	3.7	3.7	0.4	23.2	0	89.5752895752896
13455	2968	18	27	16.4	4.5	3.8	0.4	25.1	0	92.962962962963
13460	2970	0	16.21				0.71		0	
13461	2970	10							0	
13462	2970	20							0	
13463	2971	0	13.3				1.11		0	
13464	2971	15	12.5				0.99		0	
13467	2972	0	12.5				1.38		0	
13468	2972	20	9.5				1.02		0	
13472	2973	0	16.02				0.89		0	
13473	2973	10	12.61				0.33		0	
13474	2973	20	13				1.07		0	
13478	2974	0	16.32				0.42		0	
13479	2974	10	15.26				0.65		0	
13480	2974	22	13.26				0.75		0	
13483	2975	0	13.27				0.56		0	
13484	2975	15	12.4				0.48		0	
13493	2976	0	22.1	13	3.2	2.3	0.5	19	13	85.972850678733
13494	2976	23	22.8	14.1	3.4	1.9	1.1	20.5	0	89.9122807017544
13488	2977	0	18.05				0.43		0	
13489	2977	20	13.29				0.71		0	
13500	2978	0	17.49				0.31		0	
13501	2978	12	14.26				0.51		0	
13504	2979	0	19.6				0.3		0	
13505	2979	21	11.5				0.5		0	
13510	2980	0	15.4	7.5	1.6	2	2	13.1	4	85.0649350649351
13511	2980	17	18.6	13.6	1.8	1.8	0.8	17.6	0	96.7741935483871
13515	2981	0	18.4	14	1.1	1.9	0.4	17.4	14	94.5652173913043
13516	2981	23	20.6	17.2	0.9	1.3	0.3	19.7	0	95.631067961165
13519	2982	0	21	10.4	3.1	2.1	0.2	15.8	0	75.2380952380952
13520	2982	20	20.2	10.5	3.8	2.1	0.3	16.7	0	82.6732673267327
13524	2983	0	19.4	10.7	8.6	1.09	1.53		0	100
13525	2983	8	29.2	19.6	6.3	1.1	1.56		0	97.8082191780822
13526	2983	22	52.5	36.2	8.2	0.9	1.72		0	89.5619047619048
13528	2984	0	23.8	16	1.8	1.8	0.8	20.4	16	85.7142857142857
13535	2985	0	16.5	6.83	2.34	0.87	0.59		0	64.4242424242424
13536	2985	15	19.4	8.98	2.54	0.94	0.53		0	66.9587628865979
13539	2986	0	21	12.5	2.9	2	0.5	17.9	2	85.2380952380952
13546	2987	0	87.2	12.94	6.76	1.82	0.99		0	25.8142201834862
13547	2987	20	77.8	11.44	5.63	0.84	0.86		0	24.1259640102828
13549	2988	0	16.5	5.02	1.71	1.32	0.43		0	51.3939393939394
13550	2988	8	15.3	5.72	2.86	1.97	0.49		0	72.156862745098
13553	2989	0	20.6	10.8	2.6	0.9	2.4	16.7	0	81.0679611650486
13554	2989	17	14.4	7	1.3	0.6	2.6	11.5	7	79.8611111111111
13558	2990	0	31.2	16.78	6.06	0.82	0.69		0	78.0448717948718
13559	2990	11	69	33.21	11.94	0.47	0.79		0	67.2608695652174
13562	2991	0	39.1	13.01	6.1	0.78	0.65		0	52.5319693094629
13563	2991	11	49	13.88	6.59	0.46	0.72		0	44.1836734693877
13568	2992	0	16.8	10	2.4	2.3	0.2	14.9	10	88.6904761904762
13569	2992	18	23.2	16.9	2.9	2.6	0.2	22.8	0	97.4137931034483
13573	2993	0	20.5	14.6	0.5	3.2	0.2	18.7	0	90.2439024390244
13574	2993	22	21.3			2.5	0.1		0	
13578	2994	0	15.6	9.2	1.1	2.8	0.2	13.9	0	85.2564102564103
13579	2994	23	14.2	10.4	1.5	1.7	0.09	13.6	0	96.4084507042254
13581	2995	0	22.2	20.5	0.6	0.2	0.1	21.4	0	96.3963963963964
13582	2995	20							0	
13583	2996	0				0.8	0.2		0	
13584	2996	14				0.2	0.1		0	
13585	2997	0	20.5	11.8	4	3.1	0.2	19.1	4	93.1707317073171
13586	2997	22	20.7	11.6	5.3	2.7	0.2	19.8	0	95.6521739130435
13590	2998	0	21	17.8	1.6	0.5	0.2	20.1	0	95.7142857142857
13591	2998	10							0	
13593	2999	0	14.7	9	0.7	2.6	0.4	12.7	9	86.3945578231293
13594	2999	20	16.3	11	1.3	2.9	1.1	16.3	11	100
13597	3000	0	14.9	2.77	2.29	0.79	0.42		0	42.0805369127517
13598	3000	8	19.5	5	2.66	1.14	0.55		5	47.9487179487179
13599	3001	0	15	9.4	1.3	2.6	0.4	13.7	0	91.3333333333333
13600	3001	22	13.3	9.4	1.1	1.9	0.3	12.7	0	95.4887218045113
13604	3002	0	18.2	3.74	3.58	0.83	0.56		0	47.8571428571429
13606	3003	0	18	11.8	1.4	0.9	0.4	14.5	0	80.5555555555556
13607	3003	23	20.7	14.8	1.2	0.8	0.5	17.3	0	83.5748792270531
13614	3004	0	31.2	12.48	5.4	1.13	0.56		0	62.724358974359
13615	3004	19	41.7	18.88	10.43	1.08	0.59		0	74.2925659472422
13618	3005	0	8	5.4	0.5	1.2	0.2	7.3	0	91.25
13622	3006	0	9.8	4.9	0.3	2.4	0.2	7.8	0	79.5918367346939
13623	3006	17	6.7	3.1	0.6	1.6	0.4	5.7	0	85.0746268656716
13627	3007	0	18.6	12.6	2	2.4	0.4	17.4	2	93.5483870967742
13628	3007	18	19.4	14	2.8	1.7	0.3	18.7	14	96.9072164948454
13632	3008	0	12.1	8.2	1.2	0.9	0.1	10.4	0	85.9504132231405
13633	3008	13	13.2	9.5	1.3	0.9	0.1	11.8	0	89.3939393939394
13634	3008	23	15.9	12.5	1.5	0.9	0.1	15	0	94.3396226415094
13637	3009	0	10.7	6.7	1.4	0.9	0.3	9.3	0	86.9158878504673
13638	3009	12	9.5	4.4	2.7	0.7	0.3	8.1	0	85.2631578947369
13640	3010	0	19.4			1.5	0.2		0	
13641	3010	23	23	20.5	1.2	1.8	0.2	23.7	0	100
13644	3011	0	16.5	11.5	0.8	1	0.4	13.7	1	83.030303030303
13645	3011	18	18.1	11.1	1.6	3.1	0.3	16.1	0	88.9502762430939
13663	3014	0	15.6	7.7	1.1	2.7	0.3	11.8	0	75.6410256410257
13664	3014	13	15.6	10.2	0.6	2.5	0.2	13.5	0	86.5384615384616
13665	3014	21	13.6	8.2	1	1.9	0.3	11.4	1	83.8235294117647
13657	3016	0	28.1	12.09	7.66	1.49	0.53		0	77.4733096085409
13658	3016	3	42.5	19.41	12.59	1.57	0.64		0	80.4941176470588
13659	3016	24	28.8			1.52	0.67		0	100
13679	3019	0	18.2	13.2	0.7	2	0.4	16.3	2	89.5604395604396
13680	3019	23	18.1	14.8	0.5	1.3	0.4	17	0	93.9226519337016
13688	3020	0	11.4	7	3.4	1.17	0.38		7	100
13683	3021	0	9.3	5.1	0.8	1.9	0.2	8	0	86.0215053763441
13684	3021	18	6.7	4.2	0.3	1.4	0.2	6.1	0	91.044776119403
13698	3023	0	20.6	11.2	2.4	3.9	0.2	17.7	0	85.9223300970874
13699	3023	10	20.4	11.5	3	2.8	0.2	17.5	3	85.7843137254902
13700	3023	21	20.7	11.6	3.9	2.9	0.1	18.5	0	89.3719806763285
13705	3024	0	12.5	11.6	0.82	1.09	0.38		0	100
13706	3024	23	11.5	13.16	2.15	0.73	0.42		0	100
13709	3025	0	14	10.39	0.75	0.32	0.7		0	86.8571428571429
13712	3026	0	20.6				0.6		0	
13713	3026	21	12.6				2.1		0	
13715	3027	0	19				0.9		0	
13716	3027	21	10.3				2.3		0	
13724	3028	0	6.6	5.07	1.42	0.9	0.31		0	100
13725	3028	8	9.2	6.79	3.09	1	0.38		1	100
13720	3029	0							0	
13728	3030	0	15.61	9.22	1.5	1.01	0.46	12.19	0	78.0909673286355
13729	3030	22							0	
13776	3031	0	19.5	11.3	2.1	1.3	4.2	18.9	0	96.9230769230769
13777	3031	13	25.8	14.9	3	1.7	6.2	25.8	3	100
13732	3032	0	18.9	13	1.5	1.11	0.42	16.03	13	84.8148148148148
13733	3032	24							0	
13736	3033	0							0	
13740	3034	0	24.3			0.56	0.33		0	
13741	3034	19	28.1			0.13	1.7		0	
13743	3035	0							0	
13744	3035	8	11.29	7.54	1.28	0.79	0.31	9.92	0	87.8653675819309
13747	3036	0	11.42	8.23	1.35	0.66	0.98	11.22	0	98.2486865148862
13752	3037	0	19	13.56	1.61	0.96	0.42	16.55	0	87.1052631578947
13753	3037	23							0	
13757	3038	0	13	8.31	1.35	0.78	0.33	10.77	0	82.8461538461539
13760	3039	0	18.4			0.9	0.59		0	
13761	3039	7	21.7			0.18	1.7		0	
13763	3040	0	12.6			0.7	0.5		0	
13764	3040	12	13.7			0.5	0.5		0	
13767	3041	0	18			0.82	1.34		0	
13768	3041	12	15			0.66	5.4		0	
13773	3042	0	14.4		3.6	1.77	0.28		0	
13774	3042	17	10.6		2.8	0.97	1.4		0	
13781	3043	0	8.1			0.58	0.38		0	
13782	3043	6	11.9			0.18	0.46		0	
13784	3044	0	16.8	8.8	1.4	2.9	0.2	13.3	0	79.1666666666667
13785	3044	17	24.8			4	12		16	
13789	3045	0				1.7	0.3		0	
13790	3045	21				1	0.2		1	
13797	3047	0	13.5	7.3	2.7	2.2	0.4	12.6	0	93.3333333333333
13798	3047	20	21.4			2.6	4.8		0	
13802	3048	0	19.7	15.2	1.7	1.2	0.4	18.5	0	93.9086294416244
13803	3048	24	21.1	18.3	0.8	1	0.4	20.5	1	97.1563981042654
13807	3049	0				0.6	0.2		0	
13808	3049	10							0	
13809	3049	22							0	
13810	3050	0	14.8			0.65	0.38		0	
13811	3050	7	12.3			0.46	0.38		0	
13814	3051	0	22.9	13.5	3.3	1.7	0.7	19.2	0	83.8427947598253
13815	3051	18	17.2	11.3	2.3	1.2	0.9	15.7	0	91.2790697674419
13821	3052	0	11.7		1.2	2.82	8.13		0	
13825	3053	0	16.2		3	4.26	0.84		3	
13826	3053	11	16		3.2	2.95	1.48		0	
13829	3054	0	20.5		3	2.36	4.57		3	
13833	3055	0	34.5			0.92	8.72		0	
13834	3055	6	31.8			0.39	13.4		0	
13835	3055	22	28.1			0.18	15.7		0	
13837	3056	0	22.4		1.6	1.05	0.72		0	
13838	3056	22	16.5		0.2	1.23	0.82		0	
13841	3057	0	52.3			1.6	17.3		0	
13842	3057	24	52.6			2.2	30.6		0	
13850	3058	0	24.4			0.76	0.32		0	
13851	3058	9	15.5			0.25	0.37		0	
13843	3059	0	24.7	15.8	2.4	2.4	0.4	21	0	85.0202429149798
13844	3059	23	24.3	15	4.1	1.7	0.4	21.2	15	87.2427983539095
13854	3060	0	15.6	6.9	2.1	2.2	5	16.2	5	103.846153846154
13855	3060	14	29.6	8.4	3.5	3.8	14.4	30.1	0	100
13859	3061	0	14.6	8.9	0.8	3	1.9	14.6	3	100
13860	3061	17	17.5	9.7	1	4.1	3	17.8	4	100
13863	3062	0	18.8	10.8	0.6	1.1	0.7	13.2	0	70.2127659574468
13864	3062	15	15	9.6	0.2	0.8	0.8	11.4	0	76
13868	3063	0	16.8			1.4	5		5	
13869	3063	15	29.2			3.3	19.4		0	
13873	3064	0	21	11.2	5.2	2.7	0.7	19.8	0	94.2857142857143
13874	3064	14	28.4	15.7	9.4	2.7	1.4	29.2	0	102.816901408451
13878	3065	0	18.5	10.5	2.3	3	0.4	16.2	3	87.5675675675676
13879	3065	17	18.7	12.4	2.9	2.1	0.2	17.6	0	94.1176470588235
13882	3066	0	24.9	19.9	1	1.9	0.5	23.3	1	93.574297188755
13886	3067	0	11	7.6	1.6	0.8	0.1	10.1	0	91.8181818181818
13887	3067	22	13.8	10	2.4	0.6	0.1	13.1	10	94.927536231884
13890	3068	0	9.2	5.5	0.9	1.3	0.2	7.9	0	85.8695652173913
13891	3068	13	11.5	7.8	1.4	1.1	0.1	10.4	0	90.4347826086957
13895	3069	0	12.6	7.6	1.5	0.9	0.1	10.2	0	80.1587301587302
13899	3070	0	21.8	17.4	0.9	1.5	0.3	20.1	0	92.2018348623853
13900	3070	23	22.1	20	1	0.7	0.2	21.9	21	99.0950226244344
13902	3071	0	20.8	16.8	0.4	1.9	0.4	19.5	0	93.75
13903	3071	23	22.5	17.4	2.2	1.4	0.4	21.4	0	95.1111111111111
13906	3072	0	17.6	12.3	1.2	2.5	0.1	16.1	0	91.4772727272727
13907	3072	22	18.3	13.9	1.4	1.9	0.1	17.3	0	94.5355191256831
13909	3073	0	18.7	14.1	1.1	2	0.1	17	2	92.5133689839572
13910	3073	20	20.6	17.7	0.7	1.5	0.1	20	0	97.0873786407767
13917	3074	0	29.4			1.47	2.06		0	
13918	3074	1	38.9			1.37	2.15		0	
13919	3074	8	36.5			0.35	2.51		0	
13912	3075	0	14.5	7.9	1.5	2.8	0.2	12.4	0	85.5172413793104
13913	3075	21	12.6	7.4	1.3	2.6	0.1	11.4	0	90.4761904761905
13921	3076	0	10	3.9	2.4	1	0.7	8	1	80
13922	3076	18	16.5			2.3	8.5		0	
13926	3077	0	5.6	2.7	0.5	1	0.2	4.4	1	78.5714285714286
13927	3077	18	9.7	7.7	0.4	0.6	0.1	8.8	0	90.7216494845361
13928	3078	0	24.8	21	1.8	2.6	0.2	24.6	21	100
13929	3078	14	26.5	22	1.3	2.8	0.2	26.3	22	99.2452830188679
13934	3079	0	22.2						0	
13935	3079	23	20.4						0	
13938	3080	0	29.9			3.05	10		10	
13939	3080	5	46.6			3.87	18.7		0	
13943	3081	0	16.4	8	1.5	2.1	5	16.6	13	100
13944	3081	11	24			3.6	15.8		0	
13948	3082	0	10.1			0.79	0.18		0	
13949	3082	10	17.8			0.28	0.3		0	
13951	3083	0							0	
13954	3084	0	13.2			0.71	0.36		0	
13955	3084	7	21.4			0.46	0.41		0	
13957	3085	0	16.8	8.8	1.4	1.7	0.6	12.5	0	74.4047619047619
13958	3085	13	15.2	8.4	1.8	1.3	0.9	12.4	0	81.5789473684211
13959	3085	17	29.8	17.2	5.6	2.3	3.3	28.4	0	95.3020134228188
13971	3086	0	13.2			0.25	0.33		0	
13972	3086	6	12.18			0.46	0.33		0	
13964	3087	0	17.8	10.4	0.4	1.3	0.6	12.7	0	71.3483146067416
13965	3087	18	14.3	9.2	0.4	1.1	0.7	11.4	0	79.7202797202797
13974	3088	0	15.5	8.8	1.1	1.1	0.5	11.5	0	74.1935483870968
13982	3089	0	17.6			0.77	1.1		0	
13983	3089	6	18.9			0.31	3.53		0	
13985	3090	0	7.55			0.66	0.38		0	
13986	3090	8	10.85			0.91	0.5		0	
13988	3091	0	18.3	12.1	1.4	1.3	0.5	15.3	0	83.6065573770492
13993	3092	0	7.6			0.38	0.5		0	
13994	3092	23	25.7			0.77	0.64		0	
13996	3093	0	17	11.1	0.8	0.7	0.4	13	0	76.4705882352941
14003	3094	0	14.7			0.84	0.33		0	
14004	3094	6	24.1			0.66	0.46		0	
14006	3095	0	16.9	9.2	1	1.8	0.48	12.48	1	73.8461538461538
14007	3095	20	17.9	9.2	0.8	2	0.66	12.66	2	70.7262569832402
14011	3096	0	64.8	9.8	8	1.1	2.9		8	33.641975308642
14012	3096	12	59	9.4	1.6	0.4	2.9		0	24.2372881355932
14026	3097	0	13.2	9.1	1.4	0.8	0.4	11.7	0	88.6363636363636
14027	3097	24	10.7	7	1	0.7	0.4	9.1	8	85.0467289719626
14016	3098	0	47.1	12.7	8.3	2.3	2.4		0	54.5647558386412
14017	3098	18	20.1	4.2	1.7	0.9	1.1		0	39.3034825870647
14021	3099	0	15.4	9.4	2.1	1.4	0.9	13.8	0	89.6103896103896
14032	3100	0	25.9	7.5	4.5	1	2.1		1	58.3011583011583
14033	3100	22	34.9	7.6	1.5	1	2.4		1	35.8166189111748
14035	3101	0							0	
14036	3101	18							0	
14039	3102	0							0	
14040	3102	22							0	
14042	3103	0	19.6	8.4	1.8	1.1	0.42	11.72	0	59.7959183673469
14043	3103	22							0	
14046	3104	0	16.8	9.5	1.8	1	0.6	12.9	1	76.7857142857143
14047	3104	12	17.1	10.4	1.8	0.4	0.6	13.2	0	77.1929824561403
14054	3105	0	20.2	7.1	1.8	0.8	0.5	10.2	0	50.4950495049505
14055	3105	19	17.5	7.8	1.6	0.8	0.5	10.7	0	61.1428571428572
14062	3106	0	15.9	10.6	0.4	1.1	0.3	12.4	0	77.9874213836478
14063	3106	12	15.8	10.3	0.2	1	0.4	11.9	1	75.3164556962025
14064	3106	21	32.1	20.3	5.1	2.6	2.3	30.3	0	94.392523364486
14070	3107	0							0	
14071	3107	11							0	
14072	3108	0	34.3	9.6	0.8	2.1	0.3	12.8	0	37.3177842565598
14079	3109	0	26.4	10	0.6	1.2	0.3	12.1	10	45.8333333333333
14083	3111	0	11.74	7.56	1.29	0.7	0.31	9.86	0	83.9863713798978
14084	3111	18	12.02	9	1.46	0.81	0.37	11.64	9	96.8386023294509
14086	3112	0							0	
14087	3112	10	13	8.08	1.38	0.76	0.29	10.51	0	80.8461538461538
14091	3113	0							0	
14092	3113	10	16	10.23	1.55	0.91	0.38	13.07	0	81.6875
14093	3113	23	13	7.56	1.61	0.91	0.52	10.6	0	81.5384615384615
14096	3114	0	13.05	8.32	1.42	0.75	0.36	10.85	0	83.1417624521073
14097	3114	15							0	
14099	3115	0	15	9.23	1.41	0.88	0.35	11.87	0	79.1333333333333
14103	3116	0							0	
14104	3116	18	47						0	
14106	3117	0							0	
14107	3117	21	54						0	
14110	3118	0	14	7.5	2.8	0.6	0.4	11.3	0	80.7142857142857
14111	3118	20	15.2	9.8	3.3	0.6	0.4	14.1	0	92.7631578947369
14117	3119	0	39.8	7.8	6.1		8.6		0	
14123	3120	0	14.1		2.4	2.69	6.48		0	
14124	3120	14	13.6		2	1.95	4.61		2	
14125	3120	24	14.4		2.8	1.92	4.22		0	
14127	3121	0	30.6		1.2	2.1	12.43		0	
14128	3121	18							0	
14130	3122	0	21		2	2.64	1.61		2	
14131	3122	22							0	
14134	3123	0	13.9		7.2	2.51	4.87		0	
14137	3124	0							0	
14138	3124	20	18.4		0.4	1.1	0.2		0	
14140	3125	0	17.7	10.8	6.08	2.1	0.1	19.1	0	100
14151	3126	0							0	
14152	3126	19							0	
14155	3127	0							0	
14156	3127	8							0	
14157	3127	19							0	
14161	3128	0							0	
14162	3128	10							0	
14163	3128	20							0	
14176	3129	0							0	
14177	3129	8							0	
14178	3129	17							0	
14179	3130	0							0	
14180	3130	7							0	
14147	3131	0	18.3		0.4	1.7	0.2		0	
14148	3131	13	16.2		2	2.2	3.5		2	
14160	3132	0	16.8		1	1.9	0.2		1	
14165	3132	19	18.6		1	1.2	0.4		1	
14168	3133	0	18	12.2	5	1.7	0.1	19	5	100
14169	3133	20	18.2	11	4.2	1.3	0.1	16.5	11	91.2087912087912
14182	3134	0	19.5		2	1.2	0.2		2	
14183	3134	17	17.6		2	0.6	0.3		2	
14186	3135	0	11.1	5.8	1.4	0.33	0.16	7.69	0	69.2792792792793
14189	3136	0	20.7		4.8	2.59	0.19		0	
14191	3137	0	15.1	14.21	4.53	1.27	0.42		0	100
14192	3137	8	19.4	15.45	5.26	1.1	0.74		0	100
14194	3138	0	19.7		2	1.67	0.19		2	
14195	3138	12	17.7		5.4	1.95	0.19		0	
14204	3139	0	4.6			0.72	0.46		0	
14205	3139	5	6.9			0.41	0.55		0	
14198	3140	0	14.3		4	1.74	0.74		4	
14199	3140	23	14.8		3.4	0.85	0.62		0	
14202	3141	0	17.7		5	1.1	0.46		5	
14203	3141	21	16.2		5.4	0.77	0.5		0	
14208	3142	0	23.2			0.85	0.3		0	
14209	3142	7	19			0.52	0.32		0	
14212	3143	0							0	
14213	3143	22							0	
