idh	idp	top	cec	ca	mg	k	na	bsum_sisinta	bsum_calculada	bsat
960	482	0	20.9	13.1	2.4	2.2	0.2	17.9	0	85.6459330143541
961	482	20	18.4	10.9	3.3	2	0.2	16.4	2	89.1304347826087
968	483	0	22.9	14.5	3.7	2.1	0.7	21	0	91.703056768559
969	483	17	21.4	13.8	4	1.3	0.7	19.8	4	92.5233644859813
1007	485	0	27.4	15.7	5	1.9	1.2	23.8	5	86.8613138686131
1008	485	22	22.8	12.8	4.9	1.3	1.5	20.5	0	89.9122807017544
1014	488	0	21.6	15.2	1.9	2.3	0.3	19.7	0	91.2037037037037
1015	488	14	20.2	15.2	1	1.6	0.2	18	1	89.1089108910891
1021	489	0	31.5	18.8	4.3	1.9	1.3	26.3	0	83.4920634920635
1022	489	16	34.3	20.9	6.9	2.3	0.6	30.7	0	89.5043731778426
1028	490	0	20.8	12.9	3.5	1.5	0.4	18.3	0	87.9807692307692
1029	490	14	22.4	13.2	3.2	1.5	0.4	18.3	0	81.6964285714286
1037	491	0	30.9	20.8	5.7	2.3	1.1	29.9	0	96.7637540453075
1038	491	23	42.1			2.2	2		2	
1041	492	0	17.5			2.2	8.2		0	
1042	492	13	16.1			1.8	9.1		0	
1043	492	23	27.3			2.8	12.5		0	
1048	493	0	32.4			3.7	11.2		0	
1051	494	0	28.2	14.9	2.9	5.2	0.2	23.2	0	82.2695035460993
1052	494	10	26.6	15.2	1.6	4.7	0.2	21.7	0	81.5789473684211
1053	494	19	21.8	12.3	2.5	3.6	0.2	18.6	0	85.3211009174312
1060	496	0	20.4	12.2	2.3	1.6	0.1	16.1	0	78.921568627451
1061	496	16	19.9	13.3	1.8	1.1	0.1	16.3	0	81.9095477386935
1067	497	0	28.6	19.6	3.3	1.6	0.5	25	0	87.4125874125874
1068	497	19	23.8	16.2	3.6	0.9	0.9	21.6	0	90.7563025210084
1075	498	0	27.2	17	2.8	3	0.1	22.9	20	84.1911764705882
1076	498	12	22.8	13.5	2.5	2.5	0.1	18.6	0	81.5789473684211
1082	499	0	21.9	12.7	3.1	2.3	0.3	18.4	0	84.0182648401826
1083	499	18							0	
1088	500	0							0	
1089	500	13							0	
1090	500	24							0	
1094	501	0	33	29.8	4.7	3	0.1	37.6	3	100
1095	501	20	30.6	25.1	3.8	2.2	0.1	31.2	0	100
1102	502	0	19.6	11.6	2.3	4	2.5	20.4	4	100
1103	502	17	14.2	4.9	2.7	2.6	5	15.2	5	100
1108	503	0	22.8	16.1	2.2	2.1	0.4	20.8	0	91.2280701754386
1109	503	14	22.3	14.8	2.4	1.5	0.5	19.2	0	86.0986547085202
1117	504	0	24.9	16.7	3.3	2.1	0.4	22.5	0	90.3614457831325
1118	504	15	29.8	20.4	4.8	2.2	0.4	27.8	0	93.2885906040269
1124	506	0	22.2	13.5	3.5	2.1	0.5	19.6	0	88.2882882882883
1125	506	16	22.1	13.2	3.4	1.8	0.5	18.9	0	85.5203619909502
1132	507	0	22.6	10.7	4.2	2.8	0.5	18.2	0	80.5309734513274
1133	507	13	20.7	11.5	3.8	2.4	0.6	18.3	0	88.4057971014493
1138	508	0	21			2.7	10.4	20	0	
1139	508	14	16			1.8	5.9	13	0	
1144	509	0	25.1	16.7	2.7	2.5	1.1	23	0	91.6334661354582
1149	510	0	23.4	15	2.8	1.8	0.1	19.7	15	84.1880341880342
1156	511	0	29.3	21.3	2.4	4.6	0.7	29	0	98.9761092150171
1157	511	13	24.5	16.6	2.1	5.1	0.7	24.5	0	100
1165	512	0	24.3	17.3	2.1	2.5	0.5	22.4	0	92.1810699588477
1166	512	8	25.1	16.9	2.4	1.9	0.6	21.8	0	86.8525896414343
1167	512	16	32.7	20.9	3.1	1.6	0.7	26.3	0	80.4281345565749
1170	513	0	25.1	15.3	2.4	1.5	0.7	19.9	0	79.2828685258964
1171	513	12	23.9	16.2	2.4	1	0.7	20.3	1	84.9372384937239
1172	513	20	26.8	18.6	4.2	1	0.7	24.5	1	91.4179104477612
1177	514	0	23.8	14.8	3	1.5	0.6	19.9	3	83.6134453781513
1178	514	11	21.2	14.2	1.7	1.6	0.6	18.1	0	85.3773584905661
1179	514	20	19.9	11.3	4.4	1.6	0.6	17.9	0	89.9497487437186
1184	515	0	26.5	17.6	4.9	2.5	0.7	25.7	0	96.9811320754717
1185	515	12	24.4	18.2	1.5	2	0.7	22.4	2	91.8032786885246
1193	516	0	22.2	13.6	2.7	2	0.9	19.2	2	86.4864864864865
1194	516	18	20.8	13.7	2.4	2.4	0.6	19.1	0	91.8269230769231
1202	517	0	20.7	15	1.9	1.6	0.9	19.4	15	93.719806763285
1203	517	12	20.8	15.3	2.2	1.1	0.8	19.4	0	93.2692307692308
1204	517	22	20	14.1	2.4	1.1	0.9	18.5	0	92.5
1211	518	0	22.9	15.2	3.3	2	0.8	21.3	2	93.0131004366812
1212	518	10	20.9	13.7	4	1.4	0.2	19.3	4	92.3444976076555
1217	519	0	20.3	12.2	3.8	2.3	0.5	18.8	0	92.6108374384237
1218	519	12	21.6	13.4	3.7	2	0.6	19.7	2	91.2037037037037
1224	520	0	24.5	14.3	3.2	2.8	0.4	20.7	0	84.4897959183673
1225	520	8	23.7	14.5	2.8	2.4	0.4	20.1	0	84.8101265822785
1230	521	0	17.9	10.2	2.1	1.9	0.5	14.7	0	82.122905027933
1231	521	13	19.8	12.5	2.3	1.8	0.5	17.1	0	86.3636363636364
1232	521	18	20.9	13.3	3.2	1.9	0.5	18.9	0	90.4306220095694
1240	522	0	31.1			2.4	0.5		0	
1243	523	0	20	11.3	2.7	2.1	1	17.1	1	85.5
1244	523	11	18.7	10.4	2.9	1.8	1	16.1	1	86.096256684492
1245	523	20	14.6	7.3	2.5	1.4	1	12.2	1	83.5616438356164
1251	524	0	24	15.8	3	2.2	0.5	21.5	3	89.5833333333333
1258	525	0	29.2	18.9	2.9	2.2	0.2	24.2	0	82.8767123287671
1259	525	15	30.1	20.6	2.1	2.1	0.3	25.1	0	83.3887043189369
1277	526	0	25	15.7	2.3	1.5	0.8	20.3	0	81.2
1278	526	12	24.9	16.9	2.3	1.5	0.3	21	0	84.3373493975904
1279	526	21	30.6	20.3	3.5	1.7	0.4	25.9	0	84.640522875817
1271	528	0	26.1	19.2	3.3	2.1	0.2	24.8	0	95.0191570881226
1272	528	18	27.9	19.1	4.3	3	0.2	26.6	3	95.3405017921147
1284	529	0	17.8			0.9	0.8		0	
1289	530	0	23.4	14.5	1.7	1.8	0.2	18.2	0	77.7777777777778
1290	530	10	22.5	15	3.7	1.4	0.4	20.5	15	91.1111111111111
1291	530	18	22.8	17	3.7	1.1	0.4	22.2	17	97.3684210526316
1296	531	0	20	12.2	4	1	0.6	17.8	5	89
1297	531	22	17.3	11.3	2.7	0.7	0.9	15.6	0	90.1734104046243
1303	532	0	24.8	15.3	2.6	4.4	0.6	22.9	0	92.3387096774193
1307	533	0	25.8	18.1	2.6	2.2	0.7	23.6	0	91.4728682170543
1308	533	20	25.7	19.3	3.3	1.8	0.4	24.8	0	96.4980544747082
1312	534	0	21.5	12.4	4.6	2	0.2	19.2	2	89.3023255813954
1313	534	15	22.7	11.7	2.7	2.2	0.4	17	0	74.8898678414097
1320	535	0	23.1	12	2.4	1.9	0.8	17.1	12	74.025974025974
1321	535	17	22.1	13	2.4	0.9	1.2	17.5	13	79.185520361991
1328	536	0	24.7	15.7	3.1	4.2	1	24	1	97.165991902834
1329	536	15	24.6	15.9	2.8	4.9	0.7	24.3	0	98.7804878048781
1336	537	0	25	14.9	2.7	2.3	0.2	20.1	0	80.4
1337	537	13	25.3	15.1	2.7	2.4	0.1	20.3	0	80.2371541501976
1344	538	0	25.7	14.7	2.5	1	0.6	18.8	1	73.1517509727627
1345	538	15	27	16.1	2.3	2.3	0.6	21.3	0	78.8888888888889
1352	539	0	21.7	11.5	6.1	2.7	3.6	23.9	0	110.138248847926
1353	539	16	39.2			3.6	9.3	23.6	0	
1358	540	0	20.7	8.9	5.9	3.4	0.3	18.5	0	89.3719806763285
1359	540	8	22.7	11.7	4.9	3.5	0.2	20.3	0	89.4273127753304
1360	540	16	24.6	13.5	4.7	3.6	0.2	22	0	89.4308943089431
1367	541	0	26.9	11.3	6.3	2.3	0.3	20.2	0	75.092936802974
1368	541	15	22.6	11	3.5	0.9	0.2	15.6	11	69.0265486725664
1376	542	0							0	
1382	543	0	28.7	15.4	3.4	3.9	0.2	22.9	0	79.7909407665505
1383	543	15	21.7	14	2.2	2.1	0.2	18.5	14	85.2534562211982
1394	545	0	23.4	13.1	4.5	2.2	0.2	20	0	85.4700854700855
1395	545	10	22.5	11.9	3.9	1.9	0.3	18	0	80
1402	547	0	21.4			1.7	0.6		0	
1403	547	15	16.3			1.4	0.7		0	
1428	548	0	23.5	13.9	2.5	2.1	0.4	18.9	0	80.4255319148936
1429	548	17	27.5	21.7	2.4	0.8	0.6	25.5	0	92.7272727272727
1407	549	0	23.6	11.7	3	2.5	0.5	17.7	3	75
1408	549	12	25.2	17	1.1	3	0.5	21.6	20	85.7142857142857
1414	550	0	22.2	12.6	3.1	2.2	0.3	18.2	0	81.981981981982
1415	550	16	22.9	13.9	5.7	1.3	0.3	21.2	0	92.5764192139738
1436	552	0	18.1	9.8	2.3	3.1	0.4	15.6	0	86.1878453038674
1437	552	15	14.3			2.2	5.4		0	
1451	553	0	21.4	10.9	5.9	4.1	0.8	21.7	0	100
1452	553	12	18.8	10.3	4.6	3.5	1.2	19.6	0	100
1453	553	17	28	11.6	7.4	3.1	7.2	29.3	0	100
1442	554	0	23.3	13.1	5.1	2	2	22.2	4	95.2789699570815
1443	554	15	24.2	13.8	4.1	1.6	3.9	23.4	0	96.6942148760331
1458	555	0	23	13.7	2.9	2	0.3	18.9	2	82.1739130434782
1459	555	22	20.6	9.7	4.1	1.5	0.2	15.5	0	75.2427184466019
1480	556	0	23	12.6	4.5	1.7	0.2	19	0	82.6086956521739
1481	556	18	21.5	11.8	5	1.2	0.2	18.2	5	84.6511627906977
1465	557	0	23.2	14	3.1	2.8	0.3	20.2	14	87.0689655172414
1466	557	15	21.3	14.1	3.6	1.9	0.2	19.8	0	92.9577464788732
1473	558	0	27.1	17.2	4.4	3.5	0.3	25.4	0	93.7269372693727
1474	558	15	27.2	17.1	4.4	3.5	0.2	25.2	0	92.6470588235294
1475	558	23	37.4	21.8	6.2	4	0.4	32.4	4	86.6310160427808
1487	560	0	19.2	12.4	3.3	1.6	0.2	17.5	0	91.1458333333333
1488	560	15	19.5	11.9	2.7	1.4	0.2	16.2	0	83.0769230769231
1489	560	23	21.1	14.1	4	1.4	0.3	19.8	4	93.8388625592417
1494	561	0	23.3	11.1	5.1	2.9	3	22.1	3	94.8497854077253
1495	561	12	28.9	11.8	7.3	2.6	5.3	27	0	93.4256055363322
1500	562	0	20.6	12.3	5.1	2.7	0.2	20.3	0	98.5436893203883
1501	562	15	21.1	13.1	4.6	1.7	0.2	19.6	0	92.8909952606635
1506	563	0	20.6	12.8	4.1	1.7	0.3	18.9	0	91.747572815534
1507	563	16	22.7	14	4.7	1.9	0.4	21	14	92.511013215859
1512	564	0	12.6	8.2	2.3	1.6	0.3	12.4	0	98.4126984126984
1513	564	24	6.8	3.8	2.7	1	0.6	8.1	1	100
1518	565	0	32.1	14.1	6.6	4.7	0.3	25.7	0	80.0623052959502
1519	565	14	23.7	10.4	7.6	3.4	0.3	21.7	0	91.5611814345992
1520	565	24	46.3	26.1	8.6	3.4	0.8	38.9	0	84.0172786177106
1525	566	0							0	
1526	566	11							0	
1527	566	24							0	
1541	568	0	22.8	14.4	2.1	2.6	0.2	19	0	83.3333333333333
1542	568	18	24.8	16.7	2.4	2.1	0.3	21.5	0	86.6935483870968
1548	569	0	24.2	14.9	2.7	1.8	0.7	20.1	0	83.0578512396694
1549	569	14	24.7	16.8	2.2	1.4	0.4	20.8	0	84.2105263157895
1556	570	0	22.4	15.3	1.9	1.5	0.4	19.1	0	85.2678571428572
1557	570	14	22.4	14.8	2.3	1.2	0.4	18.7	0	83.4821428571429
1565	571	0	25.3	15.7	2.4	1.5	0.5	20.1	0	79.4466403162055
1566	571	13	26.8	16.8	2.7	1	0.5	21	1	78.3582089552239
1571	572	0	15.9	8.9	1.9	1.5	0.7	13	0	81.7610062893082
1572	572	16	19.6	10.8	2.1	1.5	0.5	14.9	0	76.0204081632653
1579	573	0	19.1	12.5	1.8	1.2	0.6	16.1	0	84.2931937172775
1580	573	11	19.1	12.1	2	1.2	0.6	15.9	2	83.2460732984293
1581	573	20	20.6	13	2.1	1.2	0.5	16.8	13	81.5533980582524
1588	574	0	25.7	14.1	3.1	1.8	0.7	19.7	0	76.6536964980545
1589	574	14	27	17.3	2.7	1.5	0.5	22	0	81.4814814814815
1590	574	22							0	
1596	575	0	18.2	10.5	2.8	1.6	1	15.9	1	87.3626373626374
1597	575	18	17.9	9.8	2.7	0.8	1	14.3	1	79.8882681564246
1602	576	0	18.9	11.5	2.1	1	0.4	15	1	79.3650793650794
1603	576	10	19.4	11.9	2.7	0.9	0.3	15.8	0	81.4432989690722
1604	576	21	19.2	12.5	2.3	0.8	0.5	16.1	0	83.8541666666667
1606	576	22	16.9	10.6	2.5	0.5	0.5	14.1	0	83.4319526627219
1611	577	0	20.4	11.4	2.4	1.7	0.4	15.9	0	77.9411764705882
1612	577	12	20.1	11.7	2.2	1.4	0.4	15.7	0	78.1094527363184
1620	578	0	18.5	10.5	1.8	1.1	0.3	13.7	0	74.0540540540541
1621	578	15	19.6	11.5	1.9	0.8	0.4	14.6	0	74.4897959183673
1629	579	0	20.2			2.5	10.9		0	
1634	580	0	16.7	7.4	1.3	1	0.1	9.8	1	58.6826347305389
1635	580	20	11.9	7.8	1.4	0.9	0.2	10.3	0	86.5546218487395
1638	581	0	24.2	16	2.1	1.5	0.3	19.9	16	82.2314049586777
1639	581	14	19.7	13.5	2.1	1.2	0.6	17.4	0	88.3248730964467
1647	582	0	21	12.9	1.9	1.7	0.4	16.9	0	80.4761904761905
1648	582	17	21.4	14.7	2.1	1.1	0.8	18.7	0	87.3831775700935
1653	583	0	15.1	8.4	2.1	1.3	0.4	12.2	0	80.794701986755
1654	583	19	18.6	10.8	2.1	0.9	0.4	14.2	0	76.3440860215054
1660	584	0	15.2	7.6	2.9	1.4	2.3	14.2	0	93.4210526315789
1661	584	19	31.7			3	8		11	
1665	585	0	26.5	14.2	3.5	4.1	0.7	22.5	0	84.9056603773585
1666	585	13	27.8	19.6	2.2	3.7	0.6	26.1	0	93.8848920863309
1671	586	0	23.1	14.4	2.1	2.3	1	19.8	1	85.7142857142857
1672	586	16	22.7	14.3	3.2	1.7	0.6	19.8	0	87.2246696035242
1679	587	0	25.5	14.6	3.1	2.3	0.3	20.3	0	79.6078431372549
1680	587	14	21.9	13	2.1	2.1	0.3	17.5	13	79.9086757990868
1686	588	0	23.6	15.7	2.2	1	0.7	19.6	1	83.0508474576271
1687	588	19	23.5	15.5	2.4	1	0.4	19.3	1	82.1276595744681
1694	589	0	25.1	15	3.2	2.5	0.5	21.2	15	84.4621513944223
1695	589	17	25.6	16	3.1	2.1	0.3	21.5	16	83.984375
1701	590	0	23.6	15.7	2.2	1	0.7	19.6	1	83.0508474576271
1702	590	13	23.5	15.5	2.4	1	0.4	19.3	1	82.1276595744681
1709	591	0	31.8	20.8	2.6	2.3	0.5	26.2	0	82.3899371069182
1710	591	15	35	25	3.4	1.9	0.5	32.8	25	93.7142857142857
1715	592	0	12.9	6.8	1.4	1.1	0.5	9.8	0	75.968992248062
1716	592	21	14.4	7.9	2.3	0.9	0.5	11.6	0	80.5555555555555
1721	593	0	18.4	9.9	2.3	2.2	0.2	14.6	0	79.3478260869565
1722	593	16	17.5	11.1	1.4	0.1	0.2	14.8	0	84.5714285714286
1726	594	0	18.6	9.8	2.9	2.4	0.8	15.9	0	85.4838709677419
1727	594	24	16.8	8.6	4.7	1.2	2.5	17	0	100
1731	595	0	10.1	3.2	2.6	1.9	6.8	14.5	0	100
1734	596	0	16.2	8.8	2.8	1.3	1.3	14.2	0	87.6543209876543
1738	597	0	14.6	8.4	2.7	1.3	0.7	13.1	0	89.7260273972603
1739	597	14	16	11.1	1.9	1.2	0.7	14.9	0	93125
1743	598	0	18.7	8.5	2.7	2.3	0.6	14.1	0	75.4010695187166
1744	598	15	16.6	8.2	2.6	2.6	0.6	14	0	84.3373493975904
1748	599	0	29.8	18.3	2.5	2.7	0.2	23.7	0	79.5302013422819
1749	599	15	27.1	17.4	2.4	2	0.8	22.6	2	83.3948339483395
1765	601	0	16.2	6	5.9	2.7	2.3	16.9	6	100
1766	601	13	29.4			3.7	13.1		0	
1776	603	0	14.4	6.8	3.4	1.1	1.5	12.8	0	88.8888888888889
1777	603	21	29.9	5.4	7.6	3.3	13.5	29.8	0	99.6655518394649
1844	604	0	19.3	10.6	4.8	1.2	0.7	17.3	0	89.6373056994819
1845	604	20	10.1	4.6	3.5	1.1	1.8	11	0	100
1781	607	0	14.2	7.2	3.1	1.4	0.2	11.9	0	83.8028169014085
1785	608	0	16.7	9.6	1	1.8	0.1	12.5	1	74.8502994011976
1786	608	16	18.3	11.7	1	1.7	0.2	14.6	1	79.7814207650273
1790	609	0	12.9	8.4	1.4	1.3	0.2	11.3	0	87.5968992248062
1791	609	16	13.1	6.4	1.6	1.3	0.2	9.5	0	72.5190839694656
1794	610	0	14.2	9.2	1.7	1.2	0.5	12.6	0	88.7323943661972
1795	610	16	14.8	9.9	1.5	1.3	0.9	13.6	0	91.8918918918919
1799	611	0	30	19.9	1.8	2.4	0.7	24.8	0	82.6666666666667
1800	611	13	24.3	15.4	2.9	1.5	0.8	20.6	0	84.7736625514403
1801	611	24	24.4	15.2	3.1	1.3	1	20.6	1	84.4262295081967
1806	612	0	10.5	5.8	1.1	0.7	0.2	7.8	0	74.2857142857143
1807	612	23	10.3	6.9	1.8	0.6	0.2	9.5	0	92.2330097087379
1809	613	0	19.3	11.4	1.7	1.1	0.4	14.6	0	75.6476683937824
1810	613	17	18.8	11.9	2.2	0.8	0.5	15.4	0	81.9148936170213
1813	614	0	14.9	8.9	1.4	1.4	0.2	11.9	0	79.8657718120805
1814	614	19	16.9	9	2.5	1.2	0.4	13.1	9	77.5147928994083
1819	615	0	12.3	5.3	1.9	1.2	0.3	8.7	0	70.7317073170732
1820	615	16	15.7	9.4	2.3	1.5	0.3	13.5	0	85.9872611464968
1824	616	0	10.6			1.9	7.1		0	
1827	617	0	15.6	8.5	2	2.2	0.3	13	2	83.3333333333333
1828	617	23	12	5.3	2.2	1.7	0.8	10	0	83.3333333333333
1832	618	0	17.1	8.5	3.2	2.3	0.3	14.3	0	83.625730994152
1837	619	0							0	
1838	619	12	22.8	13.5	2.7	2.6	0.1	18.8	0	82.4561403508772
1839	619	22	18	10.1	2.7	2.2	0.1	15	0	83.3333333333333
1851	620	0							0	
1852	620	12	24	14.1	3.1	2	0.2	19.4	2	80.8333333333333
1857	621	0	15.3	8.6	2.2	1.8	0.1	12.7	0	83.0065359477124
1858	621	24	17	9.8	2.5	1.6	0.2	14.1	0	82.9411764705882
1861	622	0	17.4	4.7	1.9	1.6	0.1	13.3	0	76.4367816091954
1862	622	20	19.7	11.7	2.6	1.5	0.1	15.9	0	80.7106598984772
1867	623	0	20.1	13.4	2.3	2.1	0.1	17.9	0	89.0547263681592
1868	623	13	18.5	12.5	2.2	1.7	0.1	16.5	0	89.1891891891892
1872	624	0	15	7.6	1.5	2.1	4.8	16	0	100
1873	624	19	26.5			2.9	11.3		0	
1877	625	0							0	
1878	625	14	19.6	14.2	1.3	1.6	0.1	17.2	0	87.7551020408163
1879	625	24	17.4	12.8	1.9	0.9	0.2	15.8	0	90.8045977011494
1883	626	0	19.8	11.8	2.6	2.9	0.1	17.4	0	87.8787878787879
1884	626	17	19.5	12.2	2.3	2.8	0.1	17.4	0	89.2307692307692
1888	627	0	19.9	10.6	2.3	2.2	0.2	15.3	0	76.8844221105528
1889	627	18	12.3	7.4	1.2	1.8	0.4	10.8	0	87.8048780487805
1893	628	0	18.8	9	2.1	2.6	1.7	15.4	9	81.9148936170213
1894	628	15	15.3	9.4	1	2.2	1.8	14.4	1	94.1176470588235
1898	629	0	18.2	9.1	2	2.9	0.4	14.4	2	79.1208791208791
1899	629	16	19.1	9.6	3.3	2.7	0.7	16.3	0	85.3403141361257
1917	630	0							0	
1918	630	20							0	
1904	631	0	22.7	13.8	3.5	1.8	0.2	19.3	0	85.0220264317181
1905	631	23	18.9	10.9	4.2	1.5	0.2	16.8	0	88.8888888888889
1911	634	0	17.2	10.6	2.5	1.7	3.3	18.1	0	100
1912	634	18	18.8	9.6	2.9	1.5	6.6	20.6	0	100
1931	638	0	21.6	13.5	1.2	2.2	0.2	17.1	0	79.1666666666667
1932	638	20	16.4	9.9	1.8	1.8	0.2	13.7	0	83.5365853658537
1936	639	0	54.2			3.5	5.7		0	
1937	639	8	36			3.5	21.7		0	
1940	640	0	23	13.8	1.9	2.2	0.3	18.2	0	79.1304347826087
1941	640	10	23.6	14	1.7	1.3	0.3	17.3	14	73.3050847457627
1942	640	20	17.4	13	1.1	1	0.2	15.3	14	87.9310344827586
1947	641	0	19.3	7	3	2.4	1	13.4	11	69.4300518134715
1948	641	15	12.2	6.1	3.4	2.1	2.5	14.1	0	100
1949	641	22	31.5			3.9	10.3		0	
1951	642	0	19.9	13.5	2.8	2.8	0.5	19.6	0	98.4924623115578
1953	642	15	16.9	11.9	2.1	2	0.4	16.4	2	97.0414201183432
1958	643	0	19.1	9.6	3.4	2	0.9	15.9	2	83.2460732984293
1959	643	15	10.7	4.7	3.2	1.1	1.6	10.6	0	99.0654205607477
1960	643	24	18.8			2.7	7.3		0	
1964	644	0	19.8	11.2	2.1	2.2	0.4	16.9	0	85.3535353535353
1965	644	15	16.6	8.1	4.2	1.8	0.8	14.9	0	89.7590361445783
1970	645	0	18.8	11.3	1.9	1.9	0.1	15.2	0	80.8510638297872
1971	645	15	20.2	11.7	3	1.6	0.2	16.5	3	81.6831683168317
1975	646	0	24.8	15.4	2.1	2	0.2	19.7	2	79.4354838709677
1976	646	18	22.8	13.5	2.9	1.7	0.2	18.3	0	80.2631578947369
1981	647	0	24	14.5	2.1	2.3	0.8	19.7	0	82.0833333333333
1986	648	0	21.5	10.6	3.3	1.8	0.7	16.4	0	76.2790697674419
1987	648	12	20	10.8	2.5	1.8	1.5	16.6	0	83
1992	649	0	20.3	10.8	2.4	1.6	1.9	16.7	0	82.2660098522167
1993	649	20	12.2	6.1	2	1.2	0.9	10.2	2	83.6065573770492
1996	650	0	25.6	15.8	2.8	1.7	0.7	21	0	82.03125
1997	650	12	25.5	16.2	2.6	1.5	0.7	21	0	82.3529411764706
2002	652	0	24.5	15	2	1.8	0.6	19.4	17	79.1836734693878
2003	652	19	24.2	14.3	2.8	1.4	0.5	19	0	78.5123966942149
2009	653	0	27.3	16.7	1.3	3.1	0.3	21.4	0	78.3882783882784
2010	653	14	25.9	17.4	1.3	2.9	0.5	22.1	0	85.3281853281854
2011	653	24	21	12.8	3.4	2.1	0.4	18.7	0	89.047619047619
2017	654	0	23.8	15	2.1	2.5	0.2	19.8	15	83.1932773109244
2022	655	0	23.2	12.6	2.7	3.7	0.3	19.3	0	83.1896551724138
2023	655	14	20.8	11.9	2.5	2.7	0.4	17.5	0	84.1346153846154
2028	656	0	24	13.7	1.9	3.8	0.1	19.5	0	81.25
2029	656	21	17.6	9.7	2.1	2.8	0.2	14.8	0	84.0909090909091
2037	657	0	20.5	7.2	3.3	3.4	0.3	14.2	0	69.2682926829268
2038	657	14	20.8	9.5	3.8	3.4	0.3	17	0	81.7307692307692
2045	658	0	23.4	14.9	2.1	1.7	0.1	18.7	0	79.9145299145299
2046	658	17	24	15	2.1	1.6	0.1	18.7	15	77.9166666666667
2052	659	0	22.9	13.9	2.3	1.9	0.1	18.1	0	79.0393013100437
2053	659	10	23.3	13.2	2.5	1.7	0.1	17.4	0	74.6781115879828
2054	659	23	19.1	10.3	2.7	1.4	0.1	14.5	0	75.9162303664921
2059	660	0	25.8	16.5	2.5	2.1	0.1	21.1	0	81.7829457364341
2060	660	15	22.9	14.4	2.1	2	0.1	18.5	2	80.7860262008734
2067	661	0	15.5	8.3	1.1	1.2	0.4	11	0	70.9677419354839
2068	661	15	11.3	6.5	1.4	1	0.9	9.8	1	86.7256637168142
2069	661	21	30.4	15.9	6.3	4.8	9.1	36.1	0	100
2072	662	0	24.7	15.6	2.1	2.9	0.2	20.8	0	84.2105263157895
2073	662	13	23.2	15.1	1.6	2.4	0.2	19.3	0	83.1896551724138
2074	662	23	17.1	10.7	1.1	2.2	0.2	14.2	0	83.0409356725146
2078	663	0	26.3	15.6	2.8	2.7	0.2	21.3	0	80.9885931558936
2079	663	18	23	13.5	2.9	2.2	0.2	18.8	0	81.7391304347826
2086	664	0	29.2	16.6	2.8	3.3	0.2	22.9	0	78.4246575342466
2087	664	15	27.6	15.6	2.5	2.9	0.2	21.2	0	76.8115942028985
2093	665	0	28.1	16.7	3.8	2.9	1.3	24.7	0	87.9003558718861
2094	665	12	27.1	17.8	3.7	1.7	1.2	24.4	0	90.0369003690037
2100	666	0	32	17.7	4	3.4	1.4	26.5	4	82.8125
2110	667	0	23.7	13.8	3.5	1	0.7	19	1	80.168776371308
2111	667	12	21.9	9.5	4.3	1.2	0.8	15.8	0	72.1461187214612
2124	668	0	18.2	8.2	5.3	2.1	3.4	19	0	100
2125	668	5	11.3	6.4	3.3	2	4.9	16.6	2	100
2126	668	14	18.1	5.6	5.5	2.8	8.2	22.1	0	100
2129	669	0	23.9	13.6	3.5	2.2	0.5	19.8	0	82.8451882845188
2130	669	16	22.6	12.8	3.5	1.9	0.5	18.7	0	82.7433628318584
2137	670	0	17.7	5.5	3.8	2	2.8	14.1	2	79.6610169491525
2138	670	5	18.9	7.9	4.6	2.3	4.9	19.7	0	100
2139	670	15	33.6	7.3	6.6	3.6	15.1	32.6	0	97.0238095238095
2143	671	0	26.1	14.8	3.2	2.6	0.5	21.1	0	80.8429118773946
2144	671	15	24.4	14.1	3.4	1.8	0.4	19.7	0	80.7377049180328
2150	672	0							0	
2152	673	0	17.1	9.2	4.8	2.4	6.9	23.3	0	100
2153	673	10	18.9	8.2	5.9	2.7	10.3	27.1	0	100
2154	673	19	34.6	7.3	11.7	4.4	16.9	40.3	0	100
2158	674	0	19.9	9.9	2.4	0.8	0.2	13.3	0	66.8341708542714
2159	674	19	19.3	9	3.5	1.9	1.4	15.8	9	81.8652849740933
2162	675	0							0	
2163	675	23							0	
2166	676	0	10.76						0	
2172	677	0	21.9	13.7	2.1	1.5	0.1	17.4	0	79.4520547945205
2173	677	8	21.4	13.5	2.9	1.5	0.1	18	0	84.1121495327103
2174	677	20	19.3	12.5	2.5	1.1	0.1	16.2	0	83.9378238341969
2180	678	0							0	
2179	678	1	18	9.3	3.9	1.3	2.4	16.9	0	93.8888888888889
2181	678	17	36.3	12.8	10.5	6.7	6.7	36.7	0	100
2183	679	0	16	6.5	3.7	1.8	2.4	14.4	0	90
2184	679	20	18.5	7.4	4.3	1.7	5.3	18.7	0	100
2187	680	0	22.9	13.5	3.5	2.1	1.7	20.8	0	90.8296943231441
2193	681	0	25.8	17.1	3.3	2.4	1	23.8	1	92.2480620155039
2194	681	13	24.7	15.8	3.3	2.3	0.9	22.3	0	90.2834008097166
2205	682	0	30	19.6	3.6	3.2	1.1	27.5	0	91.6666666666667
2206	682	16	26.4	17	3.2	2.7	1	23.9	18	90.530303030303
2212	683	0	24.9	14.9	3.1	2.3	0.6	20.9	0	83.9357429718875
2213	683	16	23.9	15.2	3.5	1.9	0.6	21.2	0	88.7029288702929
2219	684	0	24.4	12.2	4.2	2.9	1	20.3	1	83.1967213114754
