idh,idp,top,cec,ca,mg,k,na,bsum_sisinta,bsum_calculada,bsat,bsum_diff
17800,3932,24,13.6,NA,NA,0.62,9.5,NA,10.12,NA,NA
17803,3933,0,10.4,NA,NA,0.34,0.61,NA,0.95,NA,NA
17804,3933,16,16,NA,NA,0.64,0.62,NA,1.26,NA,NA
17786,3934,0,18,11.2,3.1,2.9,0.3,17.5,17.5,96,0
17787,3934,10,20.2,13.4,4.9,2.8,0.2,21.3,21.3,100,0
17834,3935,0,25.7,NA,NA,1.2,1.6,NA,2.8,NA,NA
17842,3936,0,22.5,NA,NA,1,27.1,NA,28.1,NA,NA
17843,3936,16,20.2,NA,NA,0.74,15.7,NA,16.439999999999998,NA,NA
17883,3937,0,11.9,7.7,3.7,1.4,0.01,NA,12.81,NA,NA
17808,3938,0,24.2,12.9,3.5,2.7,0.6,19.7,19.7,81,0
17809,3938,20,25.4,13.8,4.2,1.8,2,21.8,21.8,86,0
17888,3940,0,10.9,NA,NA,4.7,47.2,NA,51.900000000000006,NA,NA
17891,3941,0,15.2,NA,NA,1.4,0.33,NA,1.73,NA,NA
17892,3941,14,14.1,NA,NA,0.81,1.1,NA,1.9100000000000001,NA,NA
17934,3942,0,16,NA,NA,0.33,2.2,NA,2.5300000000000002,NA,NA
17935,3942,19,8,NA,NA,1.4,5.2,NA,6.6,NA,NA
17950,3943,0,18.3,NA,NA,2.3,8.9,NA,11.2,NA,NA
17951,3943,20,24.6,NA,NA,1.7,16.1,NA,17.8,NA,NA
17979,3944,0,12.5,NA,NA,1.8,15.1,NA,16.9,NA,NA
17980,3944,14,7.5,NA,NA,1,14.8,NA,15.8,NA,NA
17813,3945,0,8.8,NA,NA,0.63,0.4,NA,1.03,100,NA
17814,3945,8,6.5,NA,NA,0.27,0.97,NA,1.24,100,NA
18013,3946,0,20.5,NA,NA,1.1,1,NA,2.1,NA,NA
18133,3947,0,15.7,13.1,2.5,1.8,0.01,NA,17.41,NA,NA
18140,3948,0,8.2,NA,NA,0.72,0.01,NA,0.73,NA,NA
18146,3949,0,25.1,23,3.7,3.8,0.01,NA,30.51,NA,NA
18147,3949,19,23,NA,NA,1.4,0.23,NA,1.63,NA,NA
18158,3950,0,27,NA,NA,1.1,0.13,NA,1.23,NA,NA
18159,3950,20,20.8,NA,NA,0.84,1.1,NA,1.94,NA,NA
18152,3951,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18153,3951,11,NA,NA,NA,NA,NA,NA,0,NA,NA
18167,3952,0,NA,NA,NA,1.7,0.13,NA,1.83,NA,NA
18168,3952,19,NA,NA,NA,1.6,0.47,NA,2.0700000000000003,NA,NA
17817,3959,0,14.8,7.1,6,0.3,1.4,14.8,14.799999999999999,NA,1.7763568394002505e-15
17818,3959,12,44.1,25.8,13.2,1,4.1,44.1,44.1,NA,0
17851,3960,0,7.5,5.2,1.9,0.2,0.2,7.5,7.5,100,0
17829,3961,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17830,3961,3,NA,NA,NA,NA,NA,NA,0,NA,NA
17831,3961,18,NA,NA,NA,NA,NA,NA,0,NA,NA
17837,3962,0,23.3,11.4,9.9,0.5,1.5,23.3,23.3,NA,0
17838,3962,3,41.7,17.2,16.6,2,5.9,41.7,41.7,NA,0
17839,3962,6,42.2,24.7,10.2,1.4,5.9,42.2,42.199999999999996,NA,7.105427357601002e-15
17840,3962,12,49.6,24,18.3,1.5,5.8,49.6,49.6,NA,0
17896,3963,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17897,3963,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17898,3963,8,NA,NA,NA,NA,NA,NA,0,NA,NA
17847,3964,0,19.9,10.6,5.7,1,0.6,17.9,17.9,NA,0
17848,3964,8,25.8,12.3,10.1,0.4,1,23.8,23.8,NA,0
18290,3965,0,16.4,8.1,3.3,1.4,0.2,13,13,79,0
18291,3965,14,12.1,6.7,2.4,0.8,0.2,10.1,10.1,83,0
17854,3966,0,20,12.6,4.2,1.6,0.2,18.6,18.6,93,0
17855,3966,10,17.4,9.1,4.7,1.5,0.3,15.6,15.6,90,0
17864,3967,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17865,3967,15,NA,NA,NA,NA,NA,NA,0,NA,NA
17859,3968,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17860,3968,0,51,16.9,12.9,1.6,2,33.4,33.4,NA,0
17861,3968,5,45.6,15.7,13.9,1.1,1.4,32.1,32.1,NA,0
17862,3968,24,46.9,11.3,23.8,1.5,3,39.6,39.6,NA,0
17869,3969,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17870,3969,9,38.7,13,5.9,0.4,1.3,20.6,20.6,NA,0
17873,3970,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17874,3970,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17875,3970,5,NA,NA,NA,NA,NA,NA,0,NA,NA
17876,3970,6,NA,NA,NA,NA,NA,NA,0,NA,NA
17880,3971,0,52.7,28.8,17.7,1.1,3.1,50.7,50.7,NA,0
17881,3971,5,48.7,25.7,18.5,0.7,1.8,46.7,46.7,NA,0
17882,3971,15,50.3,26.6,18.8,0.4,2.4,48.2,48.2,NA,0
17964,3972,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17965,3972,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17966,3972,3,NA,NA,NA,NA,NA,NA,0,NA,NA
17967,3972,23,NA,NA,NA,NA,NA,NA,0,NA,NA
17901,3973,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17902,3973,10,NA,NA,NA,NA,NA,NA,0,NA,NA
17905,3974,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17906,3974,0,49.8,20.4,7,0.5,1.3,29.2,29.2,NA,0
17907,3974,5,62.7,31.6,8.7,0.3,1.5,42.1,42.1,NA,0
17908,3974,7,36,15.2,5.3,0.3,1.4,22.2,22.2,NA,0
17909,3974,8,41.6,16.1,6.1,3.8,1.7,27.7,27.7,NA,0
17910,3974,12,38.3,12.8,6.7,3.7,1.6,24.8,24.8,NA,0
17911,3974,18,35.5,5.6,6.7,4.6,1,17.9,17.9,NA,0
17913,3975,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17914,3975,10,NA,NA,NA,NA,NA,NA,0,NA,NA
17917,3976,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17918,3976,3,NA,NA,NA,NA,NA,NA,0,NA,NA
17919,3976,12,NA,NA,NA,NA,NA,NA,0,NA,NA
17920,3976,19,NA,NA,NA,NA,NA,NA,0,NA,NA
17923,3977,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17924,3977,8,NA,NA,NA,NA,NA,NA,0,NA,NA
17929,3978,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17930,3978,7,NA,NA,NA,NA,NA,NA,0,NA,NA
17931,3978,14,NA,NA,NA,NA,NA,NA,0,NA,NA
17943,3979,0,42.4,14.7,14.7,0.2,2.3,31.9,31.9,NA,0
17944,3979,3,37.6,11.4,13.3,0.4,1.9,27,27,NA,0
17945,3979,15,32.5,9.6,9.7,1,1.8,22.1,22.099999999999998,NA,3.552713678800501e-15
17954,3980,0,29.1,16.4,10.3,0.9,1.5,29.1,29.099999999999998,NA,3.552713678800501e-15
17955,3980,4,41.9,28.8,9.2,2.6,1.3,41.9,41.9,NA,0
17956,3980,16,NA,NA,NA,NA,NA,NA,0,NA,NA
17959,3981,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17960,3981,2,NA,NA,NA,NA,NA,NA,0,NA,NA
17961,3981,10,NA,NA,NA,NA,NA,NA,0,NA,NA
17962,3981,22,NA,NA,NA,NA,NA,NA,0,NA,NA
17973,3982,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17974,3982,3,NA,NA,NA,NA,NA,NA,0,NA,NA
17975,3982,20,NA,NA,NA,NA,NA,NA,0,NA,NA
17985,3983,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17986,3983,2,NA,NA,NA,NA,NA,NA,0,NA,NA
17987,3983,20,NA,NA,NA,NA,NA,NA,0,NA,NA
17989,3984,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17990,3984,8,NA,NA,NA,NA,NA,NA,0,NA,NA
17993,3985,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17994,3985,1,NA,NA,NA,NA,NA,NA,0,NA,NA
17998,3986,0,NA,NA,NA,NA,NA,NA,0,NA,NA
17999,3986,1,NA,NA,NA,NA,NA,NA,0,NA,NA
18000,3986,10,NA,NA,NA,NA,NA,NA,0,NA,NA
18004,3987,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18005,3987,3,NA,NA,NA,NA,NA,NA,0,NA,NA
18006,3987,10,NA,NA,NA,NA,NA,NA,0,NA,NA
18007,3987,15,NA,NA,NA,NA,NA,NA,0,NA,NA
18001,3988,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18002,3988,2,NA,NA,NA,NA,NA,NA,0,NA,NA
18003,3988,12,NA,NA,NA,NA,NA,NA,0,NA,NA
18008,3989,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18009,3989,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18010,3989,2,NA,NA,NA,NA,NA,NA,0,NA,NA
18011,3989,12,NA,NA,NA,NA,NA,NA,0,NA,NA
18019,3990,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18024,3990,1,NA,NA,NA,NA,NA,NA,0,NA,NA
18025,3990,11,NA,NA,NA,NA,NA,NA,0,NA,NA
18026,3990,19,NA,NA,NA,NA,NA,NA,0,NA,NA
18016,3991,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18017,3991,2,NA,NA,NA,NA,NA,NA,0,NA,NA
18018,3991,20,NA,NA,NA,NA,NA,NA,0,NA,NA
18020,3992,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18021,3992,2,NA,NA,NA,NA,NA,NA,0,NA,NA
18022,3992,6,NA,NA,NA,NA,NA,NA,0,NA,NA
18023,3992,10,NA,NA,NA,NA,NA,NA,0,NA,NA
18029,3993,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18030,3993,10,NA,NA,NA,NA,NA,NA,0,NA,NA
18034,3994,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18033,3994,5,NA,NA,NA,NA,NA,NA,0,NA,NA
18035,3994,20,NA,NA,NA,NA,NA,NA,0,NA,NA
18037,3995,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18038,3995,2,NA,NA,NA,NA,NA,NA,0,NA,NA
18039,3995,12,NA,NA,NA,NA,NA,NA,0,NA,NA
18040,3995,20,NA,NA,NA,NA,NA,NA,0,NA,NA
18050,3996,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18051,3996,20,NA,NA,NA,NA,NA,NA,0,NA,NA
18045,3997,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18046,3997,20,NA,NA,NA,NA,NA,NA,0,NA,NA
18056,3998,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18057,3998,15,NA,NA,NA,NA,NA,NA,0,NA,NA
18062,3999,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18066,4000,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18067,4000,15,NA,NA,NA,NA,NA,NA,0,NA,NA
18073,4001,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18074,4001,15,NA,NA,NA,NA,NA,NA,0,NA,NA
18078,4002,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18088,4003,0,29.8,11.5,11.4,0.2,0.7,23.8,23.8,79.9,0
18089,4003,1,42.1,29.5,11,0.2,1.4,42.1,42.1,100,0
18090,4003,18,37.2,23.5,12.8,0.2,0.7,37.2,37.2,100,0
18082,4004,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18083,4004,15,NA,NA,NA,NA,NA,NA,0,NA,NA
18093,4005,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18094,4005,15,NA,NA,NA,NA,NA,NA,0,NA,NA
18095,4005,20,NA,NA,NA,NA,NA,NA,0,NA,NA
18114,4006,0,33.9,20.5,7.4,3,0.5,31.4,31.4,93,0
18115,4006,8,31.2,22.6,6.2,1.9,0.5,31.2,31.200000000000003,99,-3.552713678800501e-15
18116,4006,21,24.1,NA,NA,1.7,13.7,NA,15.399999999999999,NA,NA
18100,4007,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18101,4007,6,NA,NA,NA,NA,NA,NA,0,NA,NA
18102,4007,15,NA,NA,NA,NA,NA,NA,0,NA,NA
18103,4007,20,NA,NA,NA,NA,NA,NA,0,NA,NA
18106,4008,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18107,4008,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18108,4008,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18109,4008,8,NA,NA,NA,NA,NA,NA,0,NA,NA
18120,4009,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18121,4009,0,29.7,13.1,13,0.7,0.7,27.5,27.5,92.6,0
18122,4009,15,20.3,8.4,8.7,0.3,0.8,18.2,18.2,89.7,0
18125,4010,0,26.7,13.5,11.6,0.3,1.3,26.7,26.7,NA,0
18126,4010,8,25.7,13.6,10.8,0.4,1.5,25.7,26.3,NA,-0.6000000000000014
18127,4010,15,25.1,14,9.9,0.2,1,25.1,25.1,NA,0
18129,4011,0,27.9,13.5,12.4,0.5,1.5,27.9,27.9,NA,0
18130,4011,5,29.4,15,12.3,0.5,1.6,29.4,29.400000000000002,NA,-3.552713678800501e-15
18131,4011,19,29,15,12.3,0.3,1.4,29,29,NA,0
18135,4012,0,9.6,8.3,4.3,2.1,0.3,42,15,18.3,27
18136,4012,11,5.9,8.2,4.3,2,0.5,44,15,17.5,29
18162,4013,0,17.7,11.5,2.7,1,0.2,15,15.4,88,-0.40000000000000036
18163,4013,12,14,8.6,3.6,0.9,0.1,13,13.2,94,-0.1999999999999993
18164,4013,22,12.4,4.6,5.4,0.8,0.1,11,10.9,88,0.09999999999999964
18213,4014,0,18.3,12,4.3,1.4,0.4,18.1,18.1,99,0
18214,4014,20,21.4,17.3,6.2,1.9,0.6,26,26,100,0
18182,4015,0,21.2,12.2,4.3,1.7,0.8,19.2,19,97,0.1999999999999993
18183,4015,1,23.5,12.2,5,1.5,2.8,27.5,21.5,92,6
18184,4015,9,46.6,36.9,6.1,0.6,13.6,57.2,57.199999999999996,100,7.105427357601002e-15
18185,4015,21,30,28.1,4.7,0.4,12,45.2,45.2,100,0
18173,4016,0,15.8,10,3.2,1.4,0.4,15,15,95,0
18174,4016,14,17.8,9.6,5.1,1.5,0.6,16.8,16.8,94,0
18188,4017,0,36.9,20.5,14.7,0.5,1.2,NA,36.9,100,NA
18189,4017,10,29.6,14.5,13.6,0.7,0.8,NA,29.6,100,NA
18178,4018,0,40.5,18.6,11.9,1.5,2.3,34.3,34.300000000000004,84.7,-7.105427357601002e-15
18179,4018,20,30.6,13.9,10.8,1.5,2.4,28.6,28.6,93.5,0
18191,4019,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18192,4019,0,44.1,19.9,9.2,2.1,2.6,33.8,33.8,76.6,0
18193,4019,9,36.4,17.3,9.7,1,2.2,30.2,30.2,83,0
18198,4020,0,125.1,51,62.7,4,5.4,123.1,123.10000000000001,98.4,-1.4210854715202004e-14
18199,4020,12,62.7,38,15.8,2.8,6.1,62.7,62.7,100,0
18200,4020,17,36.8,21,9,2.4,4.4,36.8,36.8,100,0
18204,4021,0,42.8,11.5,18.9,1.7,1.5,33.6,33.6,76.7,0
18205,4021,22,34.9,8.1,18,1.3,1.4,28.8,28.8,82.5,0
18208,4022,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18209,4022,3,NA,NA,NA,NA,NA,NA,0,NA,NA
18210,4022,18,NA,NA,NA,NA,NA,NA,0,NA,NA
18217,4023,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18218,4023,20,NA,NA,NA,NA,NA,NA,0,NA,NA
18221,4024,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18222,4024,9,NA,NA,NA,NA,NA,NA,0,NA,NA
18223,4024,22,NA,NA,NA,NA,NA,NA,0,NA,NA
18226,4025,0,56.6,24.4,18.1,1.1,3,45.6,46.6,82.3,-1
18227,4025,22,41,17.3,13.5,1.9,2.3,35,35,85.4,0
18229,4026,0,33.9,17.9,12.2,0.7,1.1,31.9,31.9,94.1,0
18230,4026,16,30.9,15.9,10.8,0.8,1.4,28.9,28.900000000000002,93.5,-3.552713678800501e-15
18237,4027,0,38.9,21,12,1.8,2.1,36.9,36.9,94.85,0
18238,4027,5,46.3,27,15,2.2,2.1,46.3,46.3,100,0
18241,4028,0,27.4,12.4,1.9,1,0.3,15.6,15.6,NA,0
18242,4028,11,17.6,8.5,1.4,0.8,0.7,11.5,11.4,NA,0.09999999999999964
18246,4028,24,35.4,18.9,4.2,0.9,0.8,24.7,24.799999999999997,NA,-0.09999999999999787
18250,4030,0,32.7,17,11,1.6,3.1,32.7,32.7,100,0
18251,4030,5,26.3,11,12,1.9,1.4,26.3,26.3,100,0
18254,4031,0,46.4,20,10.8,1.4,14.2,46.4,46.4,100,0
18255,4031,6,49.9,21,10.9,1.4,16.6,49.9,49.9,100,0
18259,4031,20,56.5,26,12.9,1.1,16.5,56.5,56.5,100,0
18263,4032,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18264,4032,10,NA,NA,NA,NA,NA,NA,0,NA,NA
18269,4033,0,31.4,18,8.6,2.5,2.3,31.4,31.4,100,0
18270,4033,10,30.6,18,7.9,2.9,1.8,30.6,30.6,100,0
18271,4033,20,35.1,22.5,7.4,3.1,2.1,35.1,35.1,100,0
18276,4034,0,75.8,56.6,12.7,1.1,5.4,75.8,75.8,100,0
18277,4034,2,32.6,18.4,8.6,1.9,3.7,32.6,32.6,100,0
18278,4034,18,69.2,55.8,11.7,0.4,1.3,69.2,69.2,100,0
18283,4035,0,30.3,17.8,9.1,0.9,2.5,30.3,30.3,100,0
18284,4035,14,37.9,20.8,13.9,0.9,2.3,37.9,37.9,100,0
18301,4036,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18302,4036,10,NA,NA,NA,NA,NA,NA,0,NA,NA
18295,4037,0,26.5,11.7,2.78,1.27,0.23,15.98,15.979999999999999,NA,1.7763568394002505e-15
18296,4037,20,23.7,11.2,3.16,0.45,0.19,15,15,NA,0
18308,4038,0,40,22.2,4.7,3.31,0.7,31,30.91,NA,0.08999999999999986
18309,4038,4,28.5,19.7,2.1,1.59,0.61,24,24,NA,0
18315,4039,0,21.7,18.2,4.9,1.5,0.7,25.3,25.3,100,0
18316,4039,12,18.3,16.5,5.3,1.4,0.5,23.7,23.7,100,0
18317,4039,21,19.6,16.1,6.6,1.5,0.5,24.7,24.700000000000003,100,-3.552713678800501e-15
18342,4040,0,17.8,7.2,1.5,1,0.3,10,10,56,0
18343,4040,20,14.1,7.5,4.1,0.9,0.2,12.7,12.7,90,0
18345,4041,0,26.2,19,4.8,1.8,0.3,26,25.9,98,0.10000000000000142
18346,4041,16,21,15,2.9,2.5,0.2,20.9,20.6,96,0.29999999999999716
18321,4042,0,48,24,16,2.7,3.3,46,46,NA,0
18322,4042,6,42.1,19,14,2.7,4.4,40.1,40.1,NA,0
18323,4042,21,59.4,29,19,8.6,2.8,59.4,59.4,NA,0
18326,4043,0,14.8,5.5,2.5,0.9,2.2,11.1,11.1,NA,0
18327,4043,12,17.4,4.7,2.6,1.21,6.1,14.61,14.61,NA,0
18328,4043,21,24.4,3.5,1.5,2.36,14.7,22.06,22.06,NA,0
18332,4044,0,45.1,20,15,1.5,2.6,39.1,39.1,NA,0
18333,4044,5,39.9,19,14,2.4,2.5,37.9,37.9,NA,0
18334,4044,22,36.6,18,12,3.7,2.9,36.6,36.6,NA,0
18338,4045,0,11.2,7.5,4.3,0.9,0.3,13,13,100,0
18339,4045,6,29,17,5,1,1.4,24.4,24.4,84,0
18340,4045,11,24,12.9,4.5,0.9,7.6,25.9,25.9,100,0
18356,4046,0,50.3,14,9.9,NA,3.6,29.1,27.5,NA,1.6000000000000014
18357,4046,0,39.2,11.5,11.7,NA,5,29.7,28.2,NA,1.5
18358,4046,18,39.2,11.5,14.7,NA,12.3,38.5,38.5,NA,0
18351,4047,0,3,1.4,1.2,0.1,1.6,4.3,4.3,100,0
18352,4047,4,9.5,4.3,2.4,0.2,6.5,13.4,13.4,100,0
18353,4047,15,15,6.7,2,0.5,11.5,20.7,20.7,100,0
18361,4049,0,8.2,7.1,1.3,0.2,0.2,8.8,8.799999999999999,100,1.7763568394002505e-15
18364,4050,0,10.5,NA,NA,1,0.4,NA,1.4,NA,NA
18370,4051,0,21,11.3,5.3,1.5,0.3,18.5,18.400000000000002,88,0.09999999999999787
18371,4051,12,22,12.4,5.7,1.5,0.4,20,20,90,0
18375,4052,0,17,19.8,2.6,0.8,0.5,23.7,23.7,100,0
18376,4052,18,16.1,17.2,2.8,0.8,0.5,21.3,21.3,100,0
18379,4053,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18380,4053,10,NA,NA,NA,NA,NA,NA,0,NA,NA
18439,4054,0,28.4,10,13,0.7,2.6,NA,26.3,100,NA
18440,4054,5,19.3,12,15,0.6,2,NA,29.6,100,NA
18441,4054,12,19.6,NA,NA,0.6,1,NA,1.6,100,NA
18442,4054,23,20.3,NA,NA,0.4,1.2,NA,1.6,100,NA
18384,4055,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18388,4055,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18385,4055,1,NA,NA,NA,NA,NA,NA,0,NA,NA
18386,4055,10,NA,NA,NA,NA,NA,NA,0,NA,NA
18387,4055,15,NA,NA,NA,NA,NA,NA,0,NA,NA
18391,4056,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18392,4056,15,NA,NA,NA,NA,NA,NA,0,NA,NA
18398,4057,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18399,4057,20,NA,NA,NA,NA,NA,NA,0,NA,NA
18404,4058,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18405,4058,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18406,4058,15,NA,NA,NA,NA,NA,NA,0,NA,NA
18408,4059,0,29.7,14.2,5.4,0.48,0.95,21,21.03,NA,-0.030000000000001137
18409,4059,10,12.6,5.7,2.4,NA,1.2,9.3,9.3,NA,0
18411,4060,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18412,4060,12,NA,NA,NA,NA,NA,NA,0,NA,NA
18421,4061,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18423,4061,8,NA,NA,NA,NA,NA,NA,0,NA,NA
18428,4062,0,16,10.7,4.5,1.6,0.4,17,17.2,100,-0.1999999999999993
18429,4062,13,16.5,12.7,3.5,1.5,0.5,18,18.2,100,-0.1999999999999993
18433,4063,0,21.4,8.9,4.9,1.9,0.2,15.9,15.9,74,0
18434,4063,10,17.9,8.2,4.8,1.3,0.2,14.5,14.5,85,0
18445,4064,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18478,4064,16,NA,NA,NA,NA,NA,NA,0,NA,NA
18452,4065,0,10.2,9,1.9,1.4,0.2,12.5,12.5,100,0
18453,4065,15,10.6,8.6,2.5,0.4,0.2,11.7,11.7,100,0
18446,4066,0,18.2,14.8,3.2,2.6,0.7,21.3,21.3,100,0
18447,4066,9,13.7,10.5,3.1,2.4,0.6,16.6,16.6,100,0
18448,4066,22,14.8,10.1,4.1,2,0.9,17.2,17.099999999999998,100,0.10000000000000142
18457,4067,0,16.2,10.6,2.8,2.5,0.4,16.3,16.3,100,0
18458,4067,15,18.6,10.7,4.3,2.4,1.2,18.6,18.599999999999998,100,3.552713678800501e-15
18459,4067,22,21,12.7,4.6,2.7,1.4,21.4,21.4,100,0
18462,4068,0,15.1,5.5,1.2,0.7,0.3,7.7,7.7,51,0
18463,4068,11,18.1,7.2,4.8,0.7,0.2,12.9,12.9,71,0
18468,4069,0,19.8,12.2,1.7,2.9,0.5,17.3,17.3,87,0
18469,4069,9,21.2,16.2,3,2.8,0.5,22.5,22.5,100,0
18474,4070,0,17.7,8.4,3.5,1.6,0.6,14.1,14.1,80,0
18475,4070,13,21,9.7,6.5,0.7,2,18.9,18.9,90,0
18481,4071,0,17.5,11.1,3.9,2.3,0.4,17.7,17.7,100,0
18482,4071,18,23.7,12.4,7.4,2.5,1.4,23.7,23.7,100,0
18499,4073,0,20.8,10,7.4,0.6,0.8,18.8,18.8,NA,0
18500,4073,12,20.9,11.5,7.4,0.7,1.3,20.9,20.9,NA,0
18493,4074,0,35.5,19.3,4.3,2,0.4,26.1,26,73,0.10000000000000142
18496,4074,20,34,21,7.1,1.5,0.5,30.1,30.1,88,0
18505,4076,0,11.98,10.24,1.58,1.15,0.53,13.5,13.5,NA,0
18506,4076,21,13.48,11.9,2.36,0.61,0.58,15.45,15.45,NA,0
18523,4077,0,58.6,38.5,14.9,2.2,1,56.6,56.6,NA,0
18524,4077,7,56.6,37,14,1.5,2.1,54.6,54.6,NA,0
18525,4077,16,74.9,52.1,16.8,2.3,1.6,72.8,72.8,NA,0
18512,4078,0,20.71,NA,1.46,1.48,0.62,NA,3.56,NA,NA
18513,4078,14,18.53,NA,1.45,1.37,1.25,NA,4.07,NA,NA
18517,4079,0,7.49,7.07,0.8,0.78,0.48,9.13,9.13,NA,0
18518,4079,10,7.28,5.52,1.02,0.8,0.5,7.84,7.84,NA,0
18530,4080,0,18.4,13.5,2.9,2.4,0.2,19,19,100,0
18531,4080,0,15.1,9.6,4.1,1.5,0.3,14.1,15.5,100,-1.4000000000000004
18532,4080,0,19.7,13.2,4.3,2.1,0.3,19.9,19.9,100,0
18533,4080,0,20.2,12.6,5.8,1.7,0.4,20.5,20.5,100,0
18534,4081,0,17.1,9.6,3.5,1.8,0.2,15.1,15.1,88,0
18535,4081,14,14.6,8.8,3.1,1.3,0.2,13.4,13.4,92,0
18547,4083,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18548,4083,3,NA,NA,NA,NA,NA,NA,0,NA,NA
18549,4083,5,NA,NA,NA,NA,NA,NA,0,NA,NA
18538,4084,0,17.7,11.7,2.4,2.4,0.4,17.9,16.9,100,1
18539,4084,20,15.4,12.5,2.2,1.1,0.4,16.2,16.2,100,0
18543,4085,0,21,23.6,3.7,1.5,0.4,29.2,29.200000000000003,100,-3.552713678800501e-15
18544,4085,12,21.8,17.4,1.3,1.3,0.5,20.5,20.5,94,0
18545,4085,24,17.4,14.7,1.8,0.9,0.5,18,17.9,100,0.10000000000000142
18601,4086,0,NA,NA,NA,4,69.1,NA,73.1,NA,NA
18602,4086,5,NA,NA,NA,3.3,53.7,NA,57,NA,NA
18603,4086,10,NA,NA,NA,3.6,40.5,NA,44.1,NA,NA
18604,4086,20,NA,NA,NA,3.3,33.3,NA,36.599999999999994,NA,NA
18554,4087,0,5.7,4.1,1.7,0.5,0.2,6.5,6.5,100,0
18555,4087,15,6.8,5.6,1.9,0.4,0.2,8.1,8.1,100,0
18558,4088,0,18,13,4,3,1,21,21,100,0
18559,4088,14,19,13,4,3,1,20,21,100,-1
18560,4088,23,23,16,5,2,1,25,24,100,1
18570,4089,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18571,4089,0,NA,NA,NA,NA,NA,NA,0,NA,NA
18572,4089,18,NA,NA,NA,NA,NA,NA,0,NA,NA
18565,4090,0,8.8,6.7,4.3,1.2,0.2,10.3,12.4,100,-2.0999999999999996
18566,4090,14,22.9,13.5,4.3,2,1.7,22.7,21.5,99,1.1999999999999993
18575,4091,0,5.6,3.79,1.44,1.16,0.3,5.23,6.6899999999999995,93,-1.459999999999999
18576,4091,20,8.8,4.09,1.57,2.26,0.4,8.32,8.32,95,0
