idh,idp,y,x,top,bot,colh,cols,cec,bsum,bsat,oc,ph,clay,h_humedo,value_humedo,chroma_humedo,h_seco,value_seco,chroma_seco
2296,693,-33.773834,-61.069363,18,24,10YR 3/1,NA,20.8,17.7,85,1.75,5.6,25.4,10YR,3,1,NA,,
2297,693,-33.773834,-61.069363,24,38,10YR 3/2,NA,18.8,16.1,86,0.73,5.9,32.5,10YR,3,2,NA,,
2298,693,-33.773834,-61.069363,38,85,7.5YR 4/2,(1),25.4,22.4,88,0.52,6,36.6,7.5YR,4,2,(1),,
2301,694,-33.734275,-61.17182,0,14,10YR 3/1,NA,26.1,22.2,85,2.76,5.5,26.5,10YR,3,1,NA,,
2302,694,-33.734275,-61.17182,14,22,10YR 2/1,NA,24.9,23,92,1.88,6.2,27.6,10YR,2,1,NA,,
2303,694,-33.734275,-61.17182,22,35,10YR 3/2.5,NA,19.1,18.3,96,0.85,6.6,25.2,10YR,3,2.5,NA,,
2304,694,-33.734275,-61.17182,35,82,7.5YR 4/2,(1),27.9,27.6,99,0.35,7.1,35.5,7.5YR,4,2,(1),,
2307,695,-33.729909,-61.084813,0,23,10YR 3/2,10YR 6/1,16.4,15.5,95,1.15,8,13.9,10YR,3,2,10YR,6,1
2308,695,-33.729909,-61.084813,23,36,10YR 3/2 (1),10YR 6/4,14,14,100,0.56,8.8,12.9,10YR,3,2 (1),10YR,6,4
2309,695,-33.729909,-61.084813,36,70,7.5YR 4/2,(2),23.5,NA,NA,0.36,9.2,27.2,7.5YR,4,2,(2),,
2312,696,-33.730943,-61.067024,0,15,10YR 3/2,NA,17.7,15.3,86,2.17,5.5,23.5,10YR,3,2,NA,,
2313,696,-33.730943,-61.067024,15,27,10YR 3/3,NA,12.8,11.7,91,0.78,6.9,17.1,10YR,3,3,NA,,
2314,696,-33.730943,-61.067024,27,53,10YR 3/1 (color de Clay skins),NA,29.7,28.1,95,0.55,8.1,28.3,10YR,3,1 (color de Clay skins),NA,,
2318,697,-33.683334,-61.037499,0,14,10YR 3/1,NA,22.9,19.3,84,2.2,5.6,23.2,10YR,3,1,NA,,
2319,697,-33.683334,-61.037499,14,26,10YR 2/1,NA,23,18.9,82,1.79,5.5,24.6,10YR,2,1,NA,,
2320,697,-33.683334,-61.037499,26,33,10YR 3/2 (algo mas coloreado),NA,22.2,18.2,82,0.86,5.8,30.3,10YR,3,2 (algo mas coloreado),NA,,
2321,697,-33.683334,-61.037499,33,60,7.5YR 4/2,NA,26.3,23.5,89,0.68,6,38.3,7.5YR,4,2,NA,,
2325,698,-33.850988,-61.087292,0,12,10YR 3/1,10YR 5/2,22.6,17.8,79,2.17,5.7,26.4,10YR,3,1,10YR,5,2
2326,698,-33.850988,-61.087292,12,36,10YR 3/1,NA,21.6,17.6,81,1.76,5.6,27,10YR,3,1,NA,,
2327,698,-33.850988,-61.087292,36,48,10YR 3/2 3/1,NA,20.1,16.6,83,0.81,6.1,30.3,10YR,3,2 3,NA,,
2328,698,-33.850988,-61.087292,48,78,7.5YR 4/2,NA,27,23.3,86,0.6,6.3,36,7.5YR,4,2,NA,,
2332,699,-33.870653,-61.12892,0,14,10YR 3/2,NA,22.2,18.9,85,2.24,5.5,23.6,10YR,3,2,NA,,
2333,699,-33.870653,-61.12892,14,24,10YR 3/1,NA,19.5,17.8,91,1.44,6.5,22.7,10YR,3,1,NA,,
2334,699,-33.870653,-61.12892,24,36,10YR 3/1,NA,17.5,16.5,94,1.05,7.1,20,10YR,3,1,NA,,
2335,699,-33.870653,-61.12892,36,50,10YR 3/2 con tendencia al 3/3,NA,17.6,17.7,100,0.47,7.9,22.5,10YR,3,2 con tendencia al 3,NA,,
2336,699,-33.870653,-61.12892,50,95,10YR 4/2,NA,25.2,25.3,100,0.26,8.6,27.5,10YR,4,2,NA,,
2338,700,-33.982514,-61.208663,0,21,10YR 3/1,10YR 5/1 (lo mas parecido),24.2,19.9,82,2.57,5.7,27.7,10YR,3,1,10YR,5,1 (lo mas parecido)
2339,700,-33.982514,-61.208663,21,33,10YR 2/1,10YR 5/1 (lo mas parecido),21.6,17.2,80,1.64,5.8,27.1,10YR,2,1,10YR,5,1 (lo mas parecido)
2346,700,-33.982514,-61.208663,33,44,10YR 3/2,NA,19.4,15.9,82,0.84,6,30.6,10YR,3,2,NA,,
2341,700,-33.982514,-61.208663,44,77,7.5YR 4/2,NA,23.9,19.5,82,0.52,6.1,31.8,7.5YR,4,2,NA,,
2350,701,-33.771711,-60.921269,0,10,10YR 3/2,NA,17.5,18.7,NA,1.54,8.8,19.3,10YR,3,2,NA,,
2351,701,-33.771711,-60.921269,10,20,10YR 3/2,10YR 6/1,17.7,18.4,NA,1.02,8.7,19.7,10YR,3,2,10YR,6,1
2352,701,-33.771711,-60.921269,20,40,7.5YR 3/2,NA,47.7,NA,NA,0.91,8.8,40.1,7.5YR,3,2,NA,,
2353,701,-33.771711,-60.921269,40,56,7.5YR 4/2,NA,33.7,NA,NA,0.7,8.7,37.2,7.5YR,4,2,NA,,
2354,702,-33.91554,-61.119207,0,13,10YR 3/2,10YR 5/2,22.1,17.1,77,2.4,5.5,25.8,10YR,3,2,10YR,5,2
2355,702,-33.91554,-61.119207,13,26,10YR 3/1,10YR 5/2,20,15.3,77,1.61,5.8,25.6,10YR,3,1,10YR,5,2
2356,702,-33.91554,-61.119207,26,39,10YR 4/3,10YR 6/2,12.4,9.8,79,0.79,6.3,19.8,10YR,4,3,10YR,6,2
2357,702,-33.91554,-61.119207,39,66,7.5YR 5/4 (tiende a 4/4),NA,30,25.1,84,0.58,6.8,38.4,7.5YR,5,4 (tiende a 4,NA,,
2361,703,-33.985448,-61.085393,0,16,10YR 3/1,NA,22.6,18.1,80,2.04,5.5,23.7,10YR,3,1,NA,,
2362,703,-33.985448,-61.085393,16,30,10YR 2/1,NA,22.4,17.6,79,1.71,5.8,23.4,10YR,2,1,NA,,
2363,703,-33.985448,-61.085393,30,41,10YR 3/3,NA,20.3,17.4,86,0.72,6.1,25.1,10YR,3,3,NA,,
2364,703,-33.985448,-61.085393,41,74,7.5YR 4/2,NA,24.8,21.8,88,0.45,6.4,29.4,7.5YR,4,2,NA,,
2368,704,-33.944275,-61.05844,0,35,10YR 3/1,NA,37,NA,NA,2.89,8.5,24.8,10YR,3,1,NA,,
2369,704,-33.944275,-61.05844,35,49,7.5YR 6/2,NA,25.6,NA,NA,0.26,8.9,11.4,7.5YR,6,2,NA,,
2370,704,-33.944275,-61.05844,49,60,NA,NA,20.1,NA,NA,0.44,9.1,20.2,NA,,,NA,,
2371,705,-33.860542,-61.090028,0,13,10YR 3/2,NA,24.4,20.2,83,2.54,5.7,26.9,10YR,3,2,NA,,
2372,705,-33.860542,-61.090028,13,27,10YR 3/1,NA,24.6,21.9,89,2.18,5.8,27,10YR,3,1,NA,,
2373,705,-33.860542,-61.090028,27,50,10YR 3/1,NA,28.3,24.1,85,1.87,6,27.5,10YR,3,1,NA,,
2374,705,-33.860542,-61.090028,50,69,10YR 4/2; (4/3 en fresco),NA,19.7,17.8,90,0.81,6.1,21.1,10YR,4,2; (4,NA,,
2379,706,-33.943672,-61.221817,0,18,10YR 3/1,10YR 5/2,23.8,19.9,84,2.45,5.8,23.1,10YR,3,1,10YR,5,2
2380,706,-33.943672,-61.221817,18,31,10YR 3/1,NA,21.9,18.9,86,2,5.8,24.7,10YR,3,1,NA,,
2381,706,-33.943672,-61.221817,31,40,10YR 3/3,NA,19.3,16.7,86,0.89,5.9,25.7,10YR,3,3,NA,,
2382,706,-33.943672,-61.221817,40,66,7.5YR 4/2,NA,23,20.5,87,0.54,6.2,30.9,7.5YR,4,2,NA,,
2386,707,-33.72559,-60.783517,0,14,10YR 3/2,10YR 4.5/2,27,24.3,91,2.29,6.3,26.5,10YR,3,2,10YR,4.5,2
2387,707,-33.72559,-60.783517,14,32,10YR 2/2,10YR 4.5/2,20.2,18.2,90,1.33,6.4,24.8,10YR,2,2,10YR,4.5,2
2388,707,-33.72559,-60.783517,32,39,7.5YR 4/2,7.5YR 6/2,18,16.5,92,0.68,6.4,25.9,7.5YR,4,2,7.5YR,6,2
2389,707,-33.72559,-60.783517,39,85,7.5YR 4/2,NA,32.9,30.6,90,0.59,6.8,43.7,7.5YR,4,2,NA,,
2393,708,-33.69586,-60.830712,0,16,10YR 2/2,10YR 4/2,25.3,23,89,2.53,6.1,26.5,10YR,2,2,10YR,4,2
2394,708,-33.69586,-60.830712,16,27,10YR 4/2,10YR 4/2,23.4,20.6,88,2.01,6.5,28.1,10YR,4,2,10YR,4,2
2395,708,-33.69586,-60.830712,27,33,10YR 3/3,10YR 5/2,21.8,19.4,89,0.94,6.7,29.8,10YR,3,3,10YR,5,2
2396,708,-33.69586,-60.830712,33,70,7.5YR 3/2,NA,28,26.3,94,0.65,6.7,41.1,7.5YR,3,2,NA,,
2400,710,-33.750001,-60.943059,0,15,10YR 3/2,10YR 4/2,24.8,22.2,90,2.45,6.3,21.8,10YR,3,2,10YR,4,2
2401,710,-33.750001,-60.943059,15,34,10YR 3/2,10YR 4/2,20.6,19.5,95,1.2,6.8,22.3,10YR,3,2,10YR,4,2
2402,710,-33.750001,-60.943059,34,42,10YR 4/2,10YR 5.5/3,14.6,13.9,96,0.62,7,20.4,10YR,4,2,10YR,5.5,3
2403,710,-33.750001,-60.943059,42,75,7.5YR 4/4,7.5YR 5/3,32,30.4,95,0.63,7.2,48.3,7.5YR,4,4,7.5YR,5,3
2412,711,-33.768056,-60.913891,0,14,10YR 3/2,NA,19.6,16.3,83,2.1,6,20.7,10YR,3,2,NA,,
2413,711,-33.768056,-60.913891,14,27,10YR 4/2,NA,15.6,14.9,96,1.41,7.1,19.7,10YR,4,2,NA,,
2414,711,-33.768056,-60.913891,27,43,7.5YR 4/2,NA,27.1,28.4,100,0.72,8.5,45.8,7.5YR,4,2,NA,,
2415,711,-33.768056,-60.913891,43,53,7.5YR 4/4,NA,21.9,NA,NA,0.5,9,33,7.5YR,4,4,NA,,
2418,712,-34.425196,-59.896362,0,14,10YR 3/2,10YR 4/1.5,22.7,19.7,87,2.45,6,23.7,10YR,3,2,10YR,4,1.5
2480,712,-34.425196,-59.896362,14,36,10YR 2/2,10YR 4.5/1,23.2,19,82,2.14,6.2,25.2,10YR,2,2,10YR,4.5,1
2481,712,-34.425196,-59.896362,36,53,10YR 3/2,10YR 5/2.5,14.3,12.2,86,0.72,6.3,22.8,10YR,3,2,10YR,5,2.5
2419,713,-34.42621,-59.895273,0,14,10YR 3/3,10YR 6/2,17.8,17.8,100,1.4,8.8,21.1,10YR,3,3,10YR,6,2
2420,713,-34.42621,-59.895273,14,24,10YR 3/3,10YR 6/2,18,17.6,98,1.61,7.9,20.5,10YR,3,3,10YR,6,2
2421,713,-34.42621,-59.895273,24,44,10YR 3/4,NA,35.2,NA,NA,0.6,9.3,59.8,10YR,3,4,NA,,
2422,713,-34.42621,-59.895273,44,70,7.5YR 4/2,NA,24.5,NA,NA,0.24,9.3,41.5,7.5YR,4,2,NA,,
2426,714,-33.779022,-60.92726,0,10,10YR 3/2,10YR 6/1,15.8,16.7,100,2,7.9,18,10YR,3,2,10YR,6,1
2427,714,-33.779022,-60.92726,10,34,7.5YR 4/2,NA,16.5,NA,NA,0.69,9.1,36.2,7.5YR,4,2,NA,,
2428,714,-33.779022,-60.92726,34,54,7.5YR 4/4,NA,23,NA,NA,0.39,9.1,44.2,7.5YR,4,4,NA,,
2429,715,-33.754167,-60.808333,0,14,10YR 2/2,10YR 4/2,25,19.5,78,1.39,6,38.2,10YR,2,2,10YR,4,2
2430,715,-33.754167,-60.808333,14,25,10YR 3/1,10YR 5/2,19.9,18,91,0.69,6.4,32.7,10YR,3,1,10YR,5,2
2431,715,-33.754167,-60.808333,25,56,10YR 3/2,10YR 4/2,32.8,31.3,96,0.46,6.7,51.5,10YR,3,2,10YR,4,2
2435,716,-33.818178,-60.796478,0,12,10YR 3/2,NA,31.1,29.4,95,3.23,7.5,39.5,10YR,3,2,NA,,
2436,716,-33.818178,-60.796478,12,28,10YR 2/2,NA,27.9,29.8,100,1.82,7.5,32.4,10YR,2,2,NA,,
2437,716,-33.818178,-60.796478,28,43,7.5YR 3/2,NA,19.4,19.5,100,0.58,7.5,35.2,7.5YR,3,2,NA,,
2438,716,-33.818178,-60.796478,43,54,7.5YR 4/2,NA,NA,NA,NA,NA,NA,NA,7.5YR,4,2,NA,,
2439,717,-33.683332,-60.716669,0,18,10YR 2/2,10YR 5/2,17,17,82,2.03,6.1,19.8,10YR,2,2,10YR,5,2
2440,717,-33.683332,-60.716669,18,30,10YR 2/2,10YR 4/2,17.1,17.1,80,1.89,6.3,21,10YR,2,2,10YR,4,2
2441,717,-33.683332,-60.716669,30,43,10YR 3/2,10YR 4/3,15.9,15.9,80,1.1,6.5,26.7,10YR,3,2,10YR,4,3
2442,717,-33.683332,-60.716669,43,70,7.5YR 3/2,7.5YR 4/2,27.4,27.4,87,0.59,7,45.8,7.5YR,3,2,7.5YR,4,2
2448,718,-33.771196,-60.685997,0,13,10YR 3/2,NA,21.7,18,83,1.86,5.6,24.8,10YR,3,2,NA,,
2449,718,-33.771196,-60.685997,13,27,10YR 3/1,NA,22,19.2,87,1.38,6,28,10YR,3,1,NA,,
2450,718,-33.771196,-60.685997,27,75,7.5YR 4/2,NA,33.5,28.8,86,0.72,6.3,46.7,7.5YR,4,2,NA,,
2459,719,-34.488124,-59.984731,0,13,10YR 3/2,NA,28,23.7,85,3.02,5.9,25.6,10YR,3,2,NA,,
2460,719,-34.488124,-59.984731,13,27,10YR 2/2,NA,25.5,22.5,88,2.02,6.4,24.5,10YR,2,2,NA,,
2461,719,-34.488124,-59.984731,27,50,7.5YR 3/2,NA,37,34,92,0.61,6.6,47.6,7.5YR,3,2,NA,,
2462,719,-34.488124,-59.984731,50,74,7.5YR 4/4,NA,30.3,28.4,94,0.12,6.9,36.2,7.5YR,4,4,NA,,
2465,720,-34.451322,-59.91694,0,14,10YR 3/2,10YR 4/1,34,31.2,92,3.75,6.2,25,10YR,3,2,10YR,4,1
2466,720,-34.451322,-59.91694,14,32,10YR 2/2,10YR 4/1,27.7,25.6,93,2.45,6.1,29,10YR,2,2,10YR,4,1
2467,720,-34.451322,-59.91694,32,54,10YR 4/3,10YR 5/3.5,17.3,16.5,93,0.64,6.4,25.3,10YR,4,3,10YR,5,3.5
2472,721,NA,NA,0,19,10YR 3/2,NA,21.9,20.4,93,0.19,6.6,22,10YR,3,2,NA,,
2473,721,NA,NA,19,34,10YR 3/1,NA,29.1,NA,NA,0.54,8.2,27.6,10YR,3,1,NA,,
2474,721,NA,NA,34,62,7.5YR 4/2,NA,35.8,NA,NA,0.3,8.4,38.3,7.5YR,4,2,NA,,
2477,722,-34.451928,-59.913119,0,12,10YR 4/2,10YR 6/2,16.4,14,85,1.95,5.9,19.4,10YR,4,2,10YR,6,2
2478,722,-34.451928,-59.913119,12,25,10YR 3/2,10YR 6/1,16.9,14.8,88,1.65,6.2,19.5,10YR,3,2,10YR,6,1
2479,722,-34.451928,-59.913119,25,62,7.5YR 4/2,NA,26.4,NA,NA,0.34,9,49.3,7.5YR,4,2,NA,,
2486,723,-34.393061,-59.651038,0,15,10YR 2/1,10YR 4/1.5,24.1,20.6,85,2.48,6.4,24.2,10YR,2,1,10YR,4,1.5
2487,723,-34.393061,-59.651038,15,28,10YR 2/2,10YR 4/1,20.8,20.5,98,1.77,6.7,23.2,10YR,2,2,10YR,4,1
2488,723,-34.393061,-59.651038,28,40,10YR 3/3,10YR 5/2,16.8,14.7,87,0.86,6.6,25.1,10YR,3,3,10YR,5,2
2489,723,-34.393061,-59.651038,40,72,7.5YR 4/2,10YR 4/3,30.5,27.2,89,0.52,6.9,44.4,7.5YR,4,2,10YR,4,3
2496,724,-34.415008,-59.767227,0,16,10YR 2/2,10YR 4/1,30.4,26.5,87,3.14,5.9,26,10YR,2,2,10YR,4,1
2497,724,-34.415008,-59.767227,16,34,10YR 2/2,10YR 4/1,27.1,24,89,2.4,6.1,26.5,10YR,2,2,10YR,4,1
2498,724,-34.415008,-59.767227,34,45,10YR 3/3,10YR 4.5/3,19.3,17.3,90,0.94,6.3,27.6,10YR,3,3,10YR,4.5,3
2499,724,-34.415008,-59.767227,45,75,7.5YR 4/2,7.5YR 5/2.5,33.2,30.8,93,0.55,6.5,47.7,7.5YR,4,2,7.5YR,5,2.5
2504,725,-34.356536,-59.989859,0,19,10YR 4/2,NA,16.6,14.5,87,1.45,7.1,21.5,10YR,4,2,NA,,
2505,725,-34.356536,-59.989859,19,53,10YR 3/4,NA,28.5,30.6,100,0.49,8.9,44,10YR,3,4,NA,,
2509,726,-34.358303,-59.993054,0,14,10YR 3/1,10YR 4/1.5,27,24,89,3.21,6.5,24.3,10YR,3,1,10YR,4,1.5
2510,726,-34.358303,-59.993054,14,32,10YR 2/2,10YR 4/1,27.9,25.3,91,2.28,6.8,26.1,10YR,2,2,10YR,4,1
2511,726,-34.358303,-59.993054,32,48,7.5YR 3/2,10YR 5/2.5,18.9,17.5,93,0.72,7,27.1,7.5YR,3,2,10YR,5,2.5
2512,726,-34.358303,-59.993054,48,77,7.5YR 4/2,10YR 5/2.5,29,27.2,94,0.43,7.3,40.5,7.5YR,4,2,10YR,5,2.5
2516,727,-34.337122,-59.931289,0,17,10YR 3/2,10YR 5/2,25.9,22.5,87,2.82,6.3,28.3,10YR,3,2,10YR,5,2
2517,727,-34.337122,-59.931289,17,31,10YR 3/2,NA,23.7,21.4,90,2.16,6.7,27.6,10YR,3,2,NA,,
2518,727,-34.337122,-59.931289,31,51,10YR 3/3,NA,17.8,16.5,92,0.7,7,32,10YR,3,3,NA,,
2523,728,-34.393008,-59.649533,0,13,10YR 3/2,10YR 5/2,25.9,24.1,93,2.54,6.7,35.5,10YR,3,2,10YR,5,2
2524,728,-34.393008,-59.649533,13,30,10YR 3/2,NA,46.9,41.5,89,0.75,8.8,46.7,10YR,3,2,NA,,
2525,728,-34.393008,-59.649533,30,52,7.5YR 4/2,NA,48.9,48.1,98,0.38,9.4,52.5,7.5YR,4,2,NA,,
2530,729,-34.47029,-59.677933,0,15,10YR 3/1,10YR 4/1,26.5,23.3,88,3,6,26.9,10YR,3,1,10YR,4,1
2531,729,-34.47029,-59.677933,15,27,10YR 2/1,10YR 4/1,25.4,22.8,90,2.22,6,29.1,10YR,2,1,10YR,4,1
2532,729,-34.47029,-59.677933,27,40,10YR 3/1.5,10YR 4/1,20.6,18.3,89,1.24,5.9,26.1,10YR,3,1.5,10YR,4,1
2533,729,-34.47029,-59.677933,40,52,10YR 3/2,10YR 5/2.5,13.9,13,94,0.59,6.4,25.1,10YR,3,2,10YR,5,2.5
2538,730,-33.76638,-60.580025,0,19,10YR 3/2,NA,23.9,20.8,87,2.34,6.1,23.4,10YR,3,2,NA,,
2539,730,-33.76638,-60.580025,19,36,10YR 3/1,NA,23.4,19.7,84,1.58,6.1,24.1,10YR,3,1,NA,,
2540,730,-33.76638,-60.580025,36,58,10YR 3/3,NA,20.9,18.5,88,0.78,6.2,30,10YR,3,3,NA,,
2545,731,-33.70781,-60.591131,0,14,10YR 3/2,NA,20,17.1,86,1.94,5.5,25.1,10YR,3,2,NA,,
2546,731,-33.70781,-60.591131,14,25,10YR 3/2,NA,19.9,17.2,86,1.55,5.7,26.6,10YR,3,2,NA,,
2547,731,-33.70781,-60.591131,25,53,7.4YR 4/2,NA,28.3,27,95,0.73,6.3,36.5,7.4YR,4,2,NA,,
2551,732,-33.7697,-60.757585,0,20,10YR 3/1,10YR 4/1,23,17.1,74,2.3,6.4,22.1,10YR,3,1,10YR,4,1
2552,732,-33.7697,-60.757585,20,30,10YR 2/2,10YR 4/1,22,17.1,77,1.79,6.5,25.9,10YR,2,2,10YR,4,1
2553,732,-33.7697,-60.757585,30,42,10YR 3/3,10YR 5/2,18.3,14.5,79,0.96,6.7,24.8,10YR,3,3,10YR,5,2
2554,732,-33.7697,-60.757585,42,86,7.5YR 4/2,7.5YR 5/4,29.1,24.5,84,0.61,7.5,42.1,7.5YR,4,2,7.5YR,5,4
2559,733,-34.409728,-59.694681,0,19,10YR 3/1,10YR 5.5/1,28.1,25.9,92,2.58,6.5,29.3,10YR,3,1,10YR,5.5,1
2560,733,-34.409728,-59.694681,19,25,10YR 3/1,10YR 6/1,23.8,21,88,0.5,7.4,30.6,10YR,3,1,10YR,6,1
2561,733,-34.409728,-59.694681,25,65,7.5YR 3/2,NA,39.2,36.2,92,0.52,7.2,40.8,7.5YR,3,2,NA,,
2565,734,-33.85,-60.799998,0,20,10YR 3/3,NA,17.2,14.3,83,1.01,5.6,24.5,10YR,3,3,NA,,
2566,734,-33.85,-60.799998,20,30,10YR 3/2,NA,13.7,11.1,81,0.47,6.1,21.5,10YR,3,2,NA,,
2567,734,-33.85,-60.799998,30,42,10YR 3/4,NA,21.3,18.6,87,0.47,6.3,35.8,10YR,3,4,NA,,
2568,734,-33.85,-60.799998,42,75,7.5YR 3/2,NA,27.5,25.4,92,0.26,6.6,38,7.5YR,3,2,NA,,
2572,735,-33.900002,-60.766666,0,12,10YR 3/3,NA,19.2,15,78,1.44,6.2,23.8,10YR,3,3,NA,,
2573,735,-33.900002,-60.766666,12,26,10YR 3/2,NA,18.3,14.3,78,1.19,6.2,22.4,10YR,3,2,NA,,
2574,735,-33.900002,-60.766666,26,34,10YR 4/3,NA,16.6,13.8,83,0.59,6.5,23.9,10YR,4,3,NA,,
2575,735,-33.900002,-60.766666,34,40,10YR 4/4,NA,26.1,22.4,86,0.58,6.7,39.1,10YR,4,4,NA,,
2576,735,-33.900002,-60.766666,40,64,7.5YR 3/2,NA,30.3,27.6,91,0.5,7,38.9,7.5YR,3,2,NA,,
2580,736,-33.949998,-60.766665,0,23,10YR 3/2,NA,22.2,18.7,84,1.83,6.2,24.9,10YR,3,2,NA,,
2581,736,-33.949998,-60.766665,23,38,10YR 3/4,NA,18.6,15.8,85,0.78,6.5,29.4,10YR,3,4,NA,,
2582,736,-33.949998,-60.766665,38,64,7.5YR 3/2,NA,26.8,21.8,81,0.68,6.5,34.7,7.5YR,3,2,NA,,
2587,737,-33.933332,-60.983332,0,12,10YR 3/3,NA,22.8,18.6,82,2.12,6,26,10YR,3,3,NA,,
2588,737,-33.933332,-60.983332,12,35,10YR 3/2,NA,22.6,19,84,2.01,6,25,10YR,3,2,NA,,
2589,737,-33.933332,-60.983332,35,46,10YR 3/4,NA,18.2,15.7,86,0.88,6.1,26,10YR,3,4,NA,,
2590,737,-33.933332,-60.983332,46,56,10YR 3/4,NA,20.1,16.8,84,0.64,6.4,28.7,10YR,3,4,NA,,
2611,738,-33.900002,-60.866665,0,12,10YR 3/2,10YR 4/2,21,17.4,83,1.8,5.8,26.2,10YR,3,2,10YR,4,2
2612,738,-33.900002,-60.866665,12,25,10YR 3/1,10YR 3/3,19,16.1,85,1.2,6,26.6,10YR,3,1,10YR,3,3
2613,738,-33.900002,-60.866665,25,33,10YR 4/3,10YR 4/4,18.6,16.7,90,0.76,6.1,30.2,10YR,4,3,10YR,4,4
2614,738,-33.900002,-60.866665,33,55,7.5YR 3/2,NA,24.6,22.7,92,0.69,6.3,37.3,7.5YR,3,2,NA,,
2596,739,-34.408638,-59.696871,0,13,10YR 3/1,10YR 4/1,23.5,21,89,1.7,6.7,24.1,10YR,3,1,10YR,4,1
2597,739,-34.408638,-59.696871,13,24,10YR 2/2,10YR 4/1,21.7,21.3,98,1.58,6.7,25.4,10YR,2,2,10YR,4,1
2598,739,-34.408638,-59.696871,24,40,10YR 3/3,10YR 5/2,17.6,16.1,91,0.97,6.8,26.2,10YR,3,3,10YR,5,2
2599,739,-34.408638,-59.696871,40,70,7.5YR 4/2,7.5YR 4/4,34.8,26.9,77,0.53,6.5,46.3,7.5YR,4,2,7.5YR,4,4
2604,740,-34.380442,-59.575663,0,15,10YR 3/1,10YR 4/1,24.7,22.5,91,2.74,6.3,23.4,10YR,3,1,10YR,4,1
2605,740,-34.380442,-59.575663,15,29,10YR 2/1,10YR 4/1,23.2,21.8,94,2.2,6.4,26.8,10YR,2,1,10YR,4,1
2606,740,-34.380442,-59.575663,29,36,10YR 3/2,10YR 5/1,22,20.1,91,1.45,6.4,30,10YR,3,2,10YR,5,1
2607,740,-34.380442,-59.575663,36,75,7.5YR 3/2,7.5YR 4/2,38.4,32,83,0.7,6.3,54.5,7.5YR,3,2,7.5YR,4,2
2619,741,-33.850001,-60.966667,0,16,10YR 3/1,NA,20.4,16.7,82,2.13,6.1,24.1,10YR,3,1,NA,,
2620,741,-33.850001,-60.966667,16,38,10YR 2/1,NA,21.7,16.3,75,1.93,6.2,25.5,10YR,2,1,NA,,
2621,741,-33.850001,-60.966667,38,51,10YR 3/2,NA,18.8,15.9,85,1.33,6.7,25.1,10YR,3,2,NA,,
2628,742,-33.866668,-60.950002,0,20,10YR 3/1,NA,16.5,14.5,88,1.83,6.6,22.5,10YR,3,1,NA,,
2629,742,-33.866668,-60.950002,20,27,10YR 3/2,NA,13.4,14.1,100,1.27,8,22.4,10YR,3,2,NA,,
2630,742,-33.866668,-60.950002,27,55,7.5YR 4/2,NA,27.5,NA,NA,0.54,8.9,45.7,7.5YR,4,2,NA,,
2634,743,-33.883332,-60.949997,0,16,10YR 3/1.5,NA,20.3,15,74,2.12,6.1,24.9,10YR,3,1.5,NA,,
2635,743,-33.883332,-60.949997,16,27,10YR 3/1,NA,18.9,15.3,81,1.79,6.3,25.7,10YR,3,1,NA,,
2636,743,-33.883332,-60.949997,27,41,10YR 4/2,NA,16.4,14.6,89,0.84,6.5,26.3,10YR,4,2,NA,,
2637,743,-33.883332,-60.949997,41,52,10YR 4/3,NA,17.1,15.3,90,0.62,7.3,29,10YR,4,3,NA,,
2648,744,-33.982544,-60.498025,0,24,10YR 3.5/2,10YR 6/2,18.4,14.4,79,1.97,6.7,20.1,10YR,3.5,2,10YR,6,2
2649,744,-33.982544,-60.498025,24,30,10YR 4/2,10YR 4.5/2,14.7,14,95,1.15,7.6,19.7,10YR,4,2,10YR,4.5,2
2650,744,-33.982544,-60.498025,30,60,7.5YR 3/2,NA,21.8,NA,NA,0.4,8.9,27.8,7.5YR,3,2,NA,,
2641,745,-34.402642,-59.726729,0,14,10YR2/2,10YR 3/2,24.2,21.3,88,2.65,6.8,23.2,10YR,2,2,10YR,3,2
2642,745,-34.402642,-59.726729,14,30,10YR2/2,10YR 3/2,21.8,17.9,82,1.8,6.8,24.4,10YR,2,2,10YR,3,2
2643,745,-34.402642,-59.726729,30,45,10YR 3/3,10YR 4/2,14.5,12.4,85,0.51,6.7,22.2,10YR,3,3,10YR,4,2
2644,745,-34.402642,-59.726729,45,66,7.5YR 4/2,NA,29.4,24.2,82,0.51,6.8,47.4,7.5YR,4,2,NA,,
2654,746,-34.349402,-59.658224,0,15,10YR 2/2,10YR 4/2,22,20.6,94,2.1,6,25.7,10YR,2,2,10YR,4,2
2655,746,-34.349402,-59.658224,15,25,10YR2/2,10YR 4/2,21.9,20.8,95,1.6,6.4,26.5,10YR,2,2,10YR,4,2
2656,746,-34.349402,-59.658224,25,33,10YR 3/2,10YR 4/2,21,18.5,88,1,6.6,32.4,10YR,3,2,10YR,4,2
2657,746,-34.349402,-59.658224,33,69,7.5YR 3/2,7.5YR 4/2,40.6,35,86,0.8,6.4,57.7,7.5YR,3,2,7.5YR,4,2
2662,747,-34.616769,-59.92853,0,24,10YR 2/1,10YR 4/1,25.6,21.3,83,2.63,5.5,26.2,10YR,2,1,10YR,4,1
2663,747,-34.616769,-59.92853,24,36,10YR 3/2,10YR 5/2,18.7,15.1,81,1.01,5.7,26.7,10YR,3,2,10YR,5,2
